"Accident_Index","Location_Easting_OSGR","Location_Northing_OSGR","Longitude","Latitude","Police_Force","Accident_Severity","Number_of_Vehicles","Number_of_Casualties","Date","Day_of_Week","Time","Local_Authority_.District.","Local_Authority_.Highway.","X1st_Road_Class","X1st_Road_Number","Road_Type","Speed_limit","Junction_Detail","Junction_Control","X2nd_Road_Class","X2nd_Road_Number","Pedestrian_Crossing.Human_Control","Pedestrian_Crossing.Physical_Facilities","Light_Conditions","Weather_Conditions","Road_Surface_Conditions","Special_Conditions_at_Site","Carriageway_Hazards","Urban_or_Rural_Area","Did_Police_Officer_Attend_Scene_of_Accident","LAYER","ImplementationZone"
"2013950000001",325390,673780,-3.196375,55.95128,95,"Slight collision",2,1,2013-12-31,3,16:30:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,"20mph main streets",1
"2013950000002",323260,676890,-3.231364,55.97888,95,"Slight collision",1,1,2013-12-31,3,12:30:00,923,"S12000036",5,0,6,30,3,4,6,0,0,4,1,1,2,0,0,1,2,"30mph",2
"2013950000003",327910,674590,-3.156246,55.958941,95,"Slight collision",2,2,2013-12-31,3,17:25:00,923,"S12000036",6,0,1,30,1,4,6,0,0,0,4,2,2,0,0,1,1,"20mph main streets",2
"2013950000007",325630,673530,-3.192464,55.949071,95,"Slight collision",2,1,2013-12-20,6,19:00:00,923,"S12000036",5,0,6,30,6,2,5,0,0,5,4,9,1,0,0,1,2,"20mph main streets",1
"2013950000010",321540,676410,-3.25878,55.97429,95,"Slight collision",1,1,2013-12-31,3,18:30:00,923,"S12000036",6,0,3,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,"30mph",4
"2013950000030",327130,676530,-3.169262,55.97625,95,"Slight collision",1,1,2013-01-01,3,03:00:00,923,"S12000036",3,199,6,30,6,2,6,0,0,5,4,1,3,0,0,1,1,"20mph main streets",2
"2013950000033",322700,672620,-3.239109,55.940434,95,"Slight collision",1,1,2013-01-02,4,12:56:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,"30mph",3
"2013950000034",330060,673770,-3.121604,55.951893,95,"Slight collision",2,2,2013-01-02,4,16:24:00,923,"S12000036",3,6106,6,30,3,4,6,0,0,5,1,1,2,0,0,1,1,"30mph",3
"2013950000052",326211,672840,-3.182974,55.942963,95,"Slight collision",3,1,2013-01-03,5,13:45:00,923,"S12000036",3,7,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,"20mph main streets",1
"2013950000068",312172,672551,-3.407582,55.938004,95,"Slight collision",1,1,2013-01-04,6,14:07:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,"20mph existing streets",7
"2013950000069",326320,676700,-3.182285,55.977654,95,"Slight collision",2,2,2013-01-01,3,13:00:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,"20mph local streets",2
"2013950000089",320130,669370,-3.27928,55.910819,95,"Fatal collision",2,2,2013-01-06,1,13:25:00,923,"S12000036",6,0,1,40,1,4,6,0,0,0,1,1,2,0,0,1,1,"40mph",5
"2013950000092",326730,671830,-3.174391,55.933969,95,"Slight collision",1,1,2013-01-06,1,16:18:00,923,"S12000036",6,0,6,30,6,2,6,0,0,5,4,1,1,0,0,1,1,"30mph",3
"2013950000123",325550,673920,-3.193852,55.952562,95,"Slight collision",1,1,2013-01-08,3,11:42:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,"20mph main streets",1
"2013950000125",325230,674410,-3.199112,55.956914,95,"Slight collision",2,1,2013-01-07,2,17:50:00,923,"S12000036",5,0,6,30,6,4,6,0,0,8,4,1,2,0,0,1,1,"20mph main streets",2
"2013950000130",325560,675180,-3.194041,55.963882,95,"Serious collision",1,1,2013-01-08,3,17:05:00,923,"S12000036",4,900,6,30,3,4,6,0,0,8,4,1,1,0,0,1,1,"20mph main streets",2
"2013950000139",324550,673760,-3.209818,55.950969,95,"Slight collision",2,1,2013-01-09,4,11:50:00,923,"S12000036",3,90,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,"20mph main streets",3
"2013950000140",321770,669060,-3.252962,55.908304,95,"Slight collision",1,1,2013-01-09,4,10:45:00,923,"S12000036",6,0,6,30,3,4,6,0,0,5,1,1,2,0,0,1,1,"30mph",6
"2013950000145",313390,677690,-3.389743,55.984385,95,"Slight collision",1,1,2013-01-09,4,12:55:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,"20mph existing streets",7
"2013950000152",326210,673540,-3.183181,55.94925,95,"Slight collision",1,1,2013-01-10,5,04:40:00,923,"S12000036",5,0,6,30,6,2,6,0,0,5,4,1,1,0,0,1,1,"20mph local streets",1
"2013950000165",325230,673830,-3.198951,55.951704,95,"Slight collision",1,1,2013-01-10,5,19:20:00,923,"S12000036",3,8,3,30,0,-1,-1,0,0,0,4,2,2,0,2,1,1,"20mph main streets",1
"2013950000166",322510,670420,-3.241518,55.920641,95,"Slight collision",2,1,2013-01-10,5,16:40:00,923,"S12000036",6,0,6,30,3,4,5,0,0,0,4,2,2,0,0,1,1,"30mph",6
"2013950000169",324460,670900,-3.210458,55.925263,95,"Slight collision",2,1,2013-01-10,5,17:00:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,2,"20mph local streets",3
"2013950000178",320410,671890,-3.275546,55.933502,95,"Slight collision",4,1,2013-01-11,6,12:10:00,923,"S12000036",5,0,6,30,0,-1,-1,0,1,5,1,1,1,0,0,1,1,"20mph main streets",5
"2013950000185",321410,671750,-3.259502,55.93241,95,"Slight collision",1,1,2013-01-11,6,22:30:00,923,"S12000036",6,0,6,30,1,4,6,0,0,1,4,1,1,0,0,1,1,"20mph main streets",5
"2013950000186",327010,671330,-3.169775,55.92952,95,"Serious collision",1,1,2013-01-11,6,23:42:00,923,"S12000036",3,7,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,"20mph existing streets",3
"2013950000188",324930,672740,-3.20345,55.941866,95,"Slight collision",2,2,2013-01-12,7,19:50:00,923,"S12000036",4,701,6,30,3,2,5,0,0,5,1,1,1,0,0,1,2,"20mph main streets",3
"2013950000213",328580,674980,-3.145621,55.962545,95,"Slight collision",1,1,2013-01-13,1,12:18:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,"20mph main streets",2
"2013950000224",325050,675240,-3.202225,55.964342,95,"Serious collision",2,1,2013-01-14,2,16:40:00,923,"S12000036",6,0,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,"20mph main streets",2
"2013950000228",329090,673840,-3.137153,55.95238,95,"Slight collision",2,1,2013-01-15,3,07:45:00,923,"S12000036",6,0,6,30,3,4,6,0,0,5,1,1,2,0,0,1,2,"20mph existing streets",3
"2013950000234",324590,676740,-3.210013,55.977744,95,"Slight collision",2,1,2013-01-15,3,10:30:00,923,"S12000036",6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,1,2,"20mph existing streets",2
"2013950000236",324510,672040,-3.209977,55.935512,95,"Serious collision",1,4,2013-01-13,1,01:54:00,923,"S12000036",3,702,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,"20mph main streets",3
"2013950000251",322660,671480,-3.239422,55.930187,95,"Slight collision",2,1,2013-01-15,3,15:35:00,923,"S12000036",6,0,6,30,3,4,6,0,0,8,1,8,4,0,0,1,1,"20mph main streets",3
"2013950000257",324980,672920,-3.2027,55.94349,95,"Slight collision",2,1,2013-01-16,4,17:20:00,923,"S12000036",3,700,6,30,0,-1,-1,0,0,4,4,1,1,0,0,1,1,"20mph main streets",3
"2013950000259",325550,674010,-3.193877,55.953371,95,"Slight collision",1,1,2013-01-16,4,21:05:00,923,"S12000036",6,0,6,30,9,2,6,0,0,8,4,8,1,0,0,1,1,"20mph main streets",1
"2013950000270",325990,674260,-3.186901,55.955684,95,"Slight collision",1,1,2013-01-17,5,14:29:00,923,"S12000036",3,900,3,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,"20mph main streets",1
"2013950000274",322020,673140,-3.250143,55.944995,95,"Slight collision",1,1,2013-01-16,4,17:30:00,923,"S12000036",3,8,6,30,0,-1,-1,0,0,5,4,1,2,0,0,1,1,"30mph",4
"2013950000277",326180,674490,-3.183922,55.95778,95,"Slight collision",2,1,2013-01-17,5,14:25:00,923,"S12000036",6,0,6,30,3,4,6,0,0,8,1,1,1,0,0,1,1,"20mph local streets",1
"2013950000278",327460,667520,-3.161551,55.895363,95,"Slight collision",1,1,2013-01-17,5,19:50:00,923,"S12000036",3,701,6,40,0,-1,-1,0,0,4,4,1,1,0,0,1,1,"40mph",6
"2013950000279",325560,671710,-3.193082,55.932711,95,"Slight collision",2,1,2013-01-10,5,09:03:00,923,"S12000036",6,0,6,30,6,3,6,0,0,0,1,1,2,0,0,1,1,"20mph main streets",3
"2013950000287",322620,674390,-3.240898,55.956321,95,"Slight collision",1,1,2013-01-17,5,18:30:00,923,"S12000036",4,900,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,"30mph",4
"2013950000289",326930,674570,-3.171934,55.958613,95,"Slight collision",3,1,2013-01-18,6,12:30:00,923,"S12000036",5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,"20mph existing streets",2
"2013950000292",319380,672950,-3.292345,55.942852,95,"Slight collision",1,1,2013-01-18,6,16:55:00,923,"S12000036",3,8,6,30,0,-1,-1,0,0,4,4,1,1,0,0,1,1,"20mph main streets",5
"2013950000301",325050,672850,-3.20156,55.942873,95,"Slight collision",2,1,2013-01-17,5,16:05:00,923,"S12000036",3,700,6,30,3,4,6,0,0,4,4,1,1,0,0,1,2,"20mph main streets",3
"2013950000307",319600,669120,-3.287682,55.908485,95,"Slight collision",1,2,2013-01-17,5,18:00:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,4,8,1,0,0,1,1,"20mph existing streets",5
"2013950000309",325260,674300,-3.198601,55.955931,95,"Slight collision",1,1,2013-01-19,7,16:45:00,923,"S12000036",6,0,6,30,6,2,5,0,0,5,4,2,2,0,0,1,1,"20mph local streets",2
"2013950000318",322420,673180,-3.243752,55.945419,95,"Serious collision",2,2,2013-01-20,1,20:20:00,923,"S12000036",3,8,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,"20mph local streets",4
"2013950000320",317420,672630,-3.323619,55.939645,95,"Slight collision",2,1,2013-01-20,1,14:37:00,923,"S12000036",3,8,1,40,1,2,3,720,0,0,1,1,1,0,0,1,1,"40mph",7
"2013950000341",329800,669440,-3.124639,55.912958,95,"Slight collision",1,2,2013-01-14,2,04:30:00,923,"S12000036",3,7,6,30,0,-1,-1,0,0,0,4,1,2,0,0,2,1,"30mph",6
"2013950000347",318871,674917,-3.301085,55.960435,95,"Slight collision",2,2,2013-01-21,2,07:55:00,923,"S12000036",3,90,6,40,3,2,6,0,0,5,1,3,2,0,0,1,1,"40mph",4
"2013950000374",316230,666420,-3.340737,55.883657,95,"Slight collision",1,1,2013-01-21,2,17:00:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,4,3,3,0,0,1,1,"20mph existing streets",7
"2013950000376",325180,668020,-3.19814,55.899505,95,"Slight collision",2,1,2013-01-21,2,17:50:00,923,"S12000036",4,701,6,30,3,4,6,0,0,0,4,3,3,0,0,1,1,"30mph",6
"2013950000387",323820,670840,-3.22068,55.924623,95,"Slight collision",1,1,2013-01-22,3,17:10:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,3,2,0,0,1,1,"20mph local streets",3
"2013950000388",323740,668430,-3.221279,55.902962,95,"Slight collision",1,1,2013-01-01,3,00:50:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,"30mph",6
"2013950000397",318060,672740,-3.313409,55.940743,95,"Slight collision",2,1,2013-01-11,6,23:25:00,923,"S12000036",3,8,3,40,3,2,3,902,0,5,1,1,1,0,0,1,1,"40mph",5
"2013950000407",322780,674410,-3.238342,55.956526,95,"Slight collision",2,1,2013-01-22,3,18:10:00,923,"S12000036",4,900,6,30,3,4,6,0,0,0,4,2,2,0,0,1,2,"30mph",4
"2013950000422",316050,666440,-3.34362,55.883806,95,"Slight collision",1,1,2013-01-24,5,08:25:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,"30mph",7
"2013950000424",328980,668430,-3.137489,55.903764,95,"Slight collision",1,1,2013-01-24,5,09:45:00,923,"S12000036",4,701,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,"30mph",6
"2013950000426",325880,674050,-3.188605,55.953781,95,"Slight collision",1,1,2013-01-24,5,03:20:00,923,"S12000036",3,900,3,30,0,-1,-1,0,0,5,5,1,1,0,0,1,1,"20mph main streets",1
"2013950000427",322120,668880,-3.247313,55.906744,95,"Slight collision",2,1,2013-01-25,6,07:00:00,923,"S12000036",4,701,6,30,3,4,6,0,0,8,4,1,1,0,0,1,1,"30mph",6
"2013950000434",319270,670630,-3.293411,55.921994,95,"Slight collision",3,2,2013-01-25,6,13:30:00,923,"S12000036",3,71,3,40,0,-1,-1,0,0,0,1,8,2,0,0,1,1,"40mph",5
"2013950000436",324920,672620,-3.203577,55.940786,95,"Slight collision",2,1,2013-01-25,6,14:47:00,923,"S12000036",3,702,6,30,3,4,6,0,0,0,1,6,2,0,0,1,1,"20mph main streets",3
"2013950000438",320920,670900,-3.267094,55.924694,95,"Slight collision",2,7,2013-01-25,6,16:25:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,"30mph",5
"2013950000447",325820,675350,-3.189924,55.96545,95,"Slight collision",2,1,2013-01-25,6,19:59:00,923,"S12000036",4,900,6,30,3,4,6,0,0,4,4,8,2,0,0,1,1,"20mph main streets",2
"2013950000448",324930,672760,-3.203456,55.942045,95,"Slight collision",1,1,2013-01-26,7,01:20:00,923,"S12000036",5,0,6,30,3,2,4,701,0,5,4,5,2,0,0,1,1,"20mph main streets",3
"2013950000449",324600,673390,-3.208914,55.947653,95,"Slight collision",2,1,2013-01-26,7,03:05:00,923,"S12000036",6,0,3,30,6,2,6,0,0,4,4,1,1,0,0,1,2,"20mph local streets",3
"2013950000467",325460,672320,-3.194851,55.938175,95,"Fatal collision",1,1,2013-01-26,7,03:10:00,923,"S12000036",5,0,6,30,6,4,6,0,0,1,4,1,2,0,0,1,1,"20mph main streets",3
"2013950000469",326220,674510,-3.183287,55.957966,95,"Slight collision",1,1,2013-01-27,1,02:45:00,923,"S12000036",4,1350,6,30,0,-1,-1,0,0,4,4,2,2,0,0,1,1,"30mph",2
"2013950000474",325690,674520,-3.191777,55.957974,95,"Slight collision",1,1,2013-01-26,7,14:00:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,"20mph local streets",2
"2013950000477",319790,673560,-3.285964,55.9484,95,"Slight collision",1,1,2013-01-23,4,21:20:00,923,"S12000036",6,0,6,30,9,4,6,0,0,0,4,1,1,0,0,1,1,"20mph existing streets",5
"2013950000483",326620,672030,-3.176206,55.935749,95,"Slight collision",1,1,2013-01-27,1,13:15:00,923,"S12000036",6,0,6,30,3,2,6,0,0,4,1,1,1,0,0,1,1,"30mph",3
"2013950000485",331050,672910,-3.105533,55.944311,95,"Serious collision",1,1,2013-01-27,1,19:40:00,923,"S12000036",3,1,6,40,3,4,6,0,0,8,4,1,2,0,0,1,1,"40mph",3
"2013950000513",319670,671810,-3.287364,55.932661,95,"Slight collision",1,1,2013-01-26,7,12:06:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,7,1,1,1,0,0,1,2,"Part time 20mph",5
"2013950000514",327730,674960,-3.159228,55.962238,95,"Slight collision",2,1,2013-01-29,3,11:25:00,923,"S12000036",6,0,6,30,2,4,6,0,0,8,1,1,1,0,0,1,1,"20mph main streets",2
"2013950000515",322500,672100,-3.242161,55.935731,95,"Slight collision",2,1,2013-01-17,5,11:30:00,923,"S12000036",3,71,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,"30mph",3
"2013950000522",325760,673750,-3.190443,55.951068,95,"Slight collision",2,1,2013-01-29,3,20:25:00,923,"S12000036",6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,"20mph local streets",1
"2013950000523",320650,675130,-3.272659,55.962646,95,"Slight collision",4,2,2013-01-28,2,15:22:00,923,"S12000036",3,90,6,40,7,2,6,0,0,5,1,1,1,0,0,1,1,"40mph",4
"2013950000534",325420,673360,-3.195779,55.947511,95,"Slight collision",1,1,2013-01-28,2,13:45:00,923,"S12000036",6,0,6,30,3,2,6,0,0,5,1,2,1,0,0,1,1,"20mph main streets",1
"2013950000535",326970,674818,-3.171361,55.960847,95,"Slight collision",2,1,2013-01-30,4,07:50:00,923,"S12000036",5,0,6,30,9,4,6,0,0,5,4,2,2,0,0,1,1,"20mph main streets",2
"2013950000540",327930,674600,-3.155929,55.959034,95,"Slight collision",2,1,2013-01-30,4,14:40:00,923,"S12000036",6,0,1,30,1,4,6,0,0,0,1,4,1,0,0,1,1,"20mph main streets",2
"2013950000546",325930,673690,-3.187705,55.950555,95,"Slight collision",2,1,2013-01-26,7,14:10:00,923,"S12000036",3,7,6,30,0,-1,-1,0,2,0,4,2,2,0,0,1,1,"20mph main streets",1
"2013950000548",312805,677670,-3.39911,55.9841,95,"Slight collision",2,1,2013-09-05,5,05:35:00,923,"S12000036",3,8000,1,30,1,4,6,0,0,0,1,1,1,0,0,2,1,"30mph",7
"2013950000551",323720,672740,-3.222818,55.941675,95,"Slight collision",2,1,2013-01-31,5,07:55:00,923,"S12000036",3,70,6,30,9,4,6,0,0,4,1,2,2,0,0,1,1,"20mph main streets",3
"2013950000556",326400,672020,-3.179724,55.935625,95,"Slight collision",2,1,2013-01-30,4,14:05:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,9,2,0,0,1,1,"20mph existing streets",3
"2013950000558",323690,669130,-3.222277,55.909242,95,"Slight collision",1,1,2013-01-27,1,01:10:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,"30mph",6
"2013950000562",325180,675020,-3.200082,55.962386,95,"Slight collision",1,1,2013-01-31,5,12:12:00,923,"S12000036",5,0,6,30,7,2,6,0,0,5,1,2,2,0,0,1,1,"20mph main streets",2
"2013950000567",320570,669080,-3.272158,55.908287,95,"Slight collision",1,1,2013-01-29,3,13:43:00,923,"S12000036",4,701,6,30,6,2,3,70,0,5,5,1,2,0,0,1,1,"30mph",5
"2013950000568",326450,672770,-3.179129,55.94237,95,"Slight collision",2,1,2013-01-31,5,18:30:00,923,"S12000036",6,0,6,30,3,4,6,0,0,4,4,2,2,0,0,1,1,"20mph main streets",1
"2013950000569",330010,671790,-3.12189,55.934099,95,"Slight collision",2,1,2013-01-31,5,19:45:00,923,"S12000036",3,6095,6,30,3,4,6,0,0,4,4,2,2,0,0,1,1,"30mph",3
"2013950000574",323700,675870,-3.224025,55.969788,95,"Slight collision",1,1,2013-01-30,4,19:45:00,923,"S12000036",6,0,6,30,3,2,6,0,0,0,4,2,2,0,0,1,2,"30mph",2
"2013950000592",326220,676380,-3.1838,55.974764,95,"Slight collision",2,1,2013-02-01,6,17:45:00,923,"S12000036",6,0,6,30,6,4,6,0,0,5,4,1,1,0,0,1,1,"20mph existing streets",2
"2013950000596",324530,671000,-3.209366,55.926173,95,"Slight collision",2,1,2013-02-02,7,09:13:00,923,"S12000036",6,0,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,"20mph main streets",3
"2013950000598",317320,667310,-3.32359,55.89184,95,"Slight collision",1,1,2013-02-01,6,19:00:00,923,"S12000036",3,70,6,30,0,-1,-1,0,0,0,4,4,1,0,0,1,2,"30mph",7
"2013950000600",326160,674510,-3.184248,55.957956,95,"Serious collision",1,1,2013-02-03,1,00:45:00,923,"S12000036",3,900,1,30,1,4,6,0,0,4,4,1,2,0,0,1,1,"20mph main streets",1
"2013950000603",326910,674320,-3.172186,55.956364,95,"Slight collision",2,1,2013-02-02,7,09:48:00,923,"S12000036",6,0,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,"20mph main streets",1
"2013950000608",328220,674490,-3.151255,55.958089,95,"Serious collision",1,1,2013-01-28,2,22:00:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,2,1,1,"20mph main streets",2
"2013950000633",326790,671710,-3.173399,55.9329,95,"Serious collision",2,1,2013-02-04,2,14:00:00,923,"S12000036",3,7,6,30,6,4,6,0,0,4,1,1,2,0,0,1,1,"30mph",3
"2013950000644",325610,670980,-3.19208,55.926161,95,"Serious collision",2,1,2013-02-05,3,08:23:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,"30mph",3
"2013950000647",324560,669910,-3.208581,55.916386,95,"Slight collision",1,1,2013-02-05,3,08:15:00,923,"S12000036",6,0,6,40,9,4,6,0,0,0,1,8,4,0,0,1,1,"30mph",6
"2013950000669",326670,672470,-3.175526,55.939709,95,"Slight collision",3,1,2013-02-06,4,08:00:00,923,"S12000036",6,0,6,30,3,2,4,1350,1,5,1,1,2,0,0,1,1,"20mph main streets",3
"2013950000672",324098,670295,-3.216079,55.919772,95,"Slight collision",2,1,2013-01-02,4,10:40:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,"30mph",3
"2013950000684",322960,669220,-3.233977,55.909934,95,"Serious collision",1,2,2013-02-06,4,15:30:00,923,"S12000036",5,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,"20mph existing streets",6
"2013950000685",327550,675080,-3.162143,55.963289,95,"Slight collision",2,1,2013-02-06,4,17:15:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,4,5,1,1,0,0,1,1,"20mph local streets",2
"2013950000714",322840,672230,-3.236757,55.936953,95,"Slight collision",1,1,2013-02-08,6,09:29:00,923,"S12000036",3,71,6,30,6,2,6,0,0,4,1,1,1,0,0,1,1,"20mph main streets",3
"2013950000755",326350,672570,-3.180675,55.940558,95,"Slight collision",1,1,2013-02-10,1,15:24:00,923,"S12000036",3,7,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,"20mph main streets",3
"2013950000762",327129,670297,-3.167592,55.920259,95,"Slight collision",2,1,2013-01-28,2,23:10:00,923,"S12000036",3,701,6,30,6,2,5,0,0,5,1,7,1,0,0,1,1,"30mph",3
"2013950000772",328450,668520,-3.145988,55.904494,95,"Slight collision",2,1,2013-02-11,2,10:34:00,923,"S12000036",4,701,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,"30mph",6
"2013950000777",321370,670960,-3.259912,55.925307,95,"Slight collision",1,1,2013-02-11,2,23:30:00,923,"S12000036",5,0,6,30,3,4,6,0,0,4,4,1,1,0,0,1,1,"30mph",5
"2013950000789",327380,669440,-3.163346,55.912598,95,"Slight collision",2,1,2013-02-12,3,09:25:00,923,"S12000036",3,701,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,"20mph existing streets",6
"2013950000798",319620,669930,-3.287604,55.915765,95,"Slight collision",2,1,2013-02-12,3,14:05:00,923,"S12000036",4,701,6,30,7,2,6,0,0,5,1,1,1,0,0,1,1,"40mph",5
"2013950000801",330031,673889,-3.122099,55.952958,95,"Slight collision",2,1,2013-02-12,3,15:18:00,923,"S12000036",6,0,6,40,1,4,6,0,0,0,1,1,1,0,0,1,2,"20mph local streets",3
"2013950000804",330550,671410,-3.11315,55.930764,95,"Slight collision",2,2,2013-02-12,3,23:40:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,2,1,"30mph",3
"2013950000821",325990,673460,-3.186681,55.948498,95,"Slight collision",1,1,2013-02-13,4,18:50:00,923,"S12000036",3,7,6,30,0,-1,-1,0,0,4,4,5,2,0,0,1,1,"20mph main streets",1
"2013950000822",324540,671170,-3.209253,55.927701,95,"Slight collision",2,1,2013-02-13,4,19:27:00,923,"S12000036",6,0,6,30,9,4,6,0,0,5,4,2,2,0,0,1,1,"20mph existing streets",3
"2013950000826",319410,672402,-3.291701,55.937935,95,"Slight collision",2,1,2013-02-12,3,15:40:00,923,"S12000036",6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,"20mph local streets",5
"2013950000834",325540,674560,-3.19419,55.95831,95,"Slight collision",1,1,2013-02-14,5,12:20:00,923,"S12000036",5,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,"20mph local streets",2
"2013950000835",319401,672378,-3.291838,55.937718,95,"Slight collision",1,1,2013-02-13,4,13:10:00,923,"S12000036",6,0,6,30,7,2,5,0,0,5,1,1,2,0,0,1,1,"30mph",5
"2013950000839",323360,672440,-3.228494,55.938923,95,"Slight collision",3,1,2013-02-14,5,13:10:00,923,"S12000036",3,71,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,"20mph main streets",3
"2013950000842",323860,672900,-3.220622,55.943134,95,"Slight collision",2,1,2013-02-14,5,18:00:00,923,"S12000036",3,70,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,"20mph main streets",3
"2013950000858",317580,672610,-3.321052,55.939493,95,"Slight collision",2,2,2013-02-15,6,08:00:00,923,"S12000036",3,8,1,40,1,2,6,0,0,0,1,1,1,0,0,1,1,"40mph",5
"2013950000859",325170,673900,-3.199931,55.952323,95,"Slight collision",2,2,2013-02-15,6,14:00:00,923,"S12000036",5,0,6,30,9,2,6,0,0,4,1,1,1,0,0,1,1,"20mph main streets",1
"2013950000870",325980,674150,-3.187031,55.954695,95,"Slight collision",2,1,2013-02-16,7,14:25:00,923,"S12000036",3,900,3,30,3,4,6,0,0,5,1,1,1,0,0,1,1,"20mph local streets",1
"2013950000899",325690,673960,-3.191622,55.952943,95,"Serious collision",1,1,2013-02-18,2,12:49:00,923,"S12000036",3,8,6,20,3,4,5,0,0,5,1,1,1,0,0,1,1,"20mph main streets",1
"2013950000900",319530,668410,-3.28859,55.902096,95,"Slight collision",1,1,2013-02-18,2,07:30:00,923,"S12000036",3,70,6,30,3,2,6,0,0,5,1,1,4,0,0,1,1,"30mph",6
"2013950000907",322760,674260,-3.238619,55.955175,95,"Slight collision",2,1,2013-02-18,2,21:30:00,923,"S12000036",3,90,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,"30mph",4
"2013950000908",325890,673670,-3.18834,55.950369,95,"Serious collision",1,1,2013-02-19,3,04:00:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,7,1,1,0,0,1,1,"20mph local streets",1
"2013950000925",330610,672880,-3.112569,55.943978,95,"Serious collision",1,1,2013-02-19,3,14:44:00,923,"S12000036",3,1,6,40,3,4,6,0,0,0,1,1,1,0,0,1,1,"40mph",3
"2013950000932",317900,675380,-3.316775,55.964429,95,"Slight collision",2,1,2013-02-15,6,13:34:00,923,"S12000036",3,90,6,40,0,-1,-1,0,0,4,1,1,1,0,0,1,1,"40mph",7
"2013950000952",329710,674360,-3.127362,55.957142,95,"Slight collision",1,1,2013-02-20,4,17:30:00,923,"S12000036",3,1140,6,30,9,4,6,0,0,5,4,1,1,0,0,1,1,"30mph",2
"2013950000956",325650,672520,-3.191865,55.940001,95,"Slight collision",2,1,2013-02-20,4,22:05:00,923,"S12000036",3,700,6,30,3,4,6,0,0,0,4,9,2,0,0,1,2,"20mph main streets",3
"2013950000957",325060,674250,-3.20179,55.95545,95,"Slight collision",2,1,2013-02-20,4,08:30:00,923,"S12000036",5,0,6,30,6,2,6,0,1,4,1,1,2,6,0,1,1,"20mph main streets",2
