"Accident_Index","Location_Easting_OSGR","Location_Northing_OSGR","Longitude","Latitude","Police_Force","Accident_Severity","Number_of_Vehicles","Number_of_Casualties","Date","Day_of_Week","Time","Local_Authority_.District.","Local_Authority_.Highway.","X1st_Road_Class","X1st_Road_Number","Road_Type","Speed_limit","Junction_Detail","Junction_Control","X2nd_Road_Class","X2nd_Road_Number","Pedestrian_Crossing.Human_Control","Pedestrian_Crossing.Physical_Facilities","Light_Conditions","Weather_Conditions","Road_Surface_Conditions","Special_Conditions_at_Site","Carriageway_Hazards","Urban_or_Rural_Area","Did_Police_Officer_Attend_Scene_of_Accident","LAYER","ImplementationZone"
"2014950001113",317460,670120,-3.32221,55.917105,95,"Slight collision",2,3,2014-02-26,4,14:30:00,923,"S12000036",3,71,6,40,9,4,6,0,0,0,1,1,1,0,0,1,1,"50, 60 or 70mph",7
"2014950001113",317460,670120,-3.32221,55.917105,95,"Slight collision",2,3,2014-02-26,4,14:30:00,923,"S12000036",3,71,6,40,9,4,6,0,0,0,1,1,1,0,0,1,1,"50, 60 or 70mph",7
"2014950001116",322710,669450,-3.238041,55.91196,95,"Serious collision",1,1,2014-02-26,4,20:20:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,"Part time 20mph",6
"2014950001116",322710,669450,-3.238041,55.91196,95,"Serious collision",1,1,2014-02-26,4,20:20:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,"Part time 20mph",6
"2014950001116",322710,669450,-3.238041,55.91196,95,"Serious collision",1,1,2014-02-26,4,20:20:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,"Part time 20mph",6
"2014950001116",322710,669450,-3.238041,55.91196,95,"Serious collision",1,1,2014-02-26,4,20:20:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,"Part time 20mph",6
"2014950001117",325620,674250,-3.192823,55.955537,95,"Slight collision",1,1,2014-02-26,4,17:15:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,"20mph main streets",1
"2014950001117",325620,674250,-3.192823,55.955537,95,"Slight collision",1,1,2014-02-26,4,17:15:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,"20mph main streets",1
"2014950001117",325620,674250,-3.192823,55.955537,95,"Slight collision",1,1,2014-02-26,4,17:15:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,"20mph main streets",1
"2014950001117",325620,674250,-3.192823,55.955537,95,"Slight collision",1,1,2014-02-26,4,17:15:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,"20mph main streets",1
"2014950001129",324020,676740,-3.219145,55.977654,95,"Slight collision",1,1,2014-02-26,4,18:00:00,923,"S12000036",6,0,6,30,9,4,6,0,0,0,4,9,2,0,0,1,2,"20mph existing streets",2
"2014950001129",324020,676740,-3.219145,55.977654,95,"Slight collision",1,1,2014-02-26,4,18:00:00,923,"S12000036",6,0,6,30,9,4,6,0,0,0,4,9,2,0,0,1,2,"20mph existing streets",2
"2014950001129",324020,676740,-3.219145,55.977654,95,"Slight collision",1,1,2014-02-26,4,18:00:00,923,"S12000036",6,0,6,30,9,4,6,0,0,0,4,9,2,0,0,1,2,"20mph existing streets",2
"2014950001129",324020,676740,-3.219145,55.977654,95,"Slight collision",1,1,2014-02-26,4,18:00:00,923,"S12000036",6,0,6,30,9,4,6,0,0,0,4,9,2,0,0,1,2,"20mph existing streets",2
"2014950001138",326940,673690,-3.171535,55.95071,95,"Slight collision",2,1,2014-02-27,5,18:20:00,923,"S12000036",6,0,6,30,1,4,5,0,0,0,4,2,2,0,0,1,2,"20mph existing streets",3
"2014950001138",326940,673690,-3.171535,55.95071,95,"Slight collision",2,1,2014-02-27,5,18:20:00,923,"S12000036",6,0,6,30,1,4,5,0,0,0,4,2,2,0,0,1,2,"20mph existing streets",3
"2014950001138",326940,673690,-3.171535,55.95071,95,"Slight collision",2,1,2014-02-27,5,18:20:00,923,"S12000036",6,0,6,30,1,4,5,0,0,0,4,2,2,0,0,1,2,"20mph existing streets",3
"2014950001138",326940,673690,-3.171535,55.95071,95,"Slight collision",2,1,2014-02-27,5,18:20:00,923,"S12000036",6,0,6,30,1,4,5,0,0,0,4,2,2,0,0,1,2,"20mph existing streets",3
"2014950001140",331990,671880,-3.090226,55.935192,95,"Serious collision",1,1,2014-02-27,5,14:00:00,923,"S12000036",3,6095,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,"30mph",3
"2014950001140",331990,671880,-3.090226,55.935192,95,"Serious collision",1,1,2014-02-27,5,14:00:00,923,"S12000036",3,6095,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,"30mph",3
"2014950001140",331990,671880,-3.090226,55.935192,95,"Serious collision",1,1,2014-02-27,5,14:00:00,923,"S12000036",3,6095,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,"30mph",3
"2014950001140",331990,671880,-3.090226,55.935192,95,"Serious collision",1,1,2014-02-27,5,14:00:00,923,"S12000036",3,6095,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,"30mph",3
"2014950001143",330470,671760,-3.114521,55.933896,95,"Slight collision",2,2,2014-02-27,5,18:45:00,923,"S12000036",3,6095,6,30,7,2,3,6106,2,5,4,2,2,0,0,1,1,"30mph",3
"2014950001143",330470,671760,-3.114521,55.933896,95,"Slight collision",2,2,2014-02-27,5,18:45:00,923,"S12000036",3,6095,6,30,7,2,3,6106,2,5,4,2,2,0,0,1,1,"30mph",3
"2014950001143",330470,671760,-3.114521,55.933896,95,"Slight collision",2,2,2014-02-27,5,18:45:00,923,"S12000036",3,6095,6,30,7,2,3,6106,2,5,4,2,2,0,0,1,1,"30mph",3
"2014950001143",330470,671760,-3.114521,55.933896,95,"Slight collision",2,2,2014-02-27,5,18:45:00,923,"S12000036",3,6095,6,30,7,2,3,6106,2,5,4,2,2,0,0,1,1,"30mph",3
"2014950001165",327450,675380,-3.163825,55.965968,95,"Serious collision",1,1,2014-02-28,6,11:56:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,"20mph main streets",2
"2014950001165",327450,675380,-3.163825,55.965968,95,"Serious collision",1,1,2014-02-28,6,11:56:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,"20mph main streets",2
"2014950001165",327450,675380,-3.163825,55.965968,95,"Serious collision",1,1,2014-02-28,6,11:56:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,"20mph main streets",2
"2014950001165",327450,675380,-3.163825,55.965968,95,"Serious collision",1,1,2014-02-28,6,11:56:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,"20mph main streets",2
"2014950001167",326650,676250,-3.176876,55.973662,95,"Slight collision",1,1,2014-02-28,6,15:20:00,923,"S12000036",3,901,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,"20mph main streets",2
"2014950001167",326650,676250,-3.176876,55.973662,95,"Slight collision",1,1,2014-02-28,6,15:20:00,923,"S12000036",3,901,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,"20mph main streets",2
"2014950001167",326650,676250,-3.176876,55.973662,95,"Slight collision",1,1,2014-02-28,6,15:20:00,923,"S12000036",3,901,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,"20mph main streets",2
"2014950001167",326650,676250,-3.176876,55.973662,95,"Slight collision",1,1,2014-02-28,6,15:20:00,923,"S12000036",3,901,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,"20mph main streets",2
"2014950001181",320420,676400,-3.276718,55.974016,95,"Fatal collision",1,1,2014-03-01,7,22:15:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,"30mph",4
"2014950001181",320420,676400,-3.276718,55.974016,95,"Fatal collision",1,1,2014-03-01,7,22:15:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,"30mph",4
"2014950001181",320420,676400,-3.276718,55.974016,95,"Fatal collision",1,1,2014-03-01,7,22:15:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,"30mph",4
"2014950001181",320420,676400,-3.276718,55.974016,95,"Fatal collision",1,1,2014-03-01,7,22:15:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,"30mph",4
"2014950001182",327160,671860,-3.167518,55.934304,95,"Slight collision",1,1,2014-02-28,6,14:55:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,"30mph",3
"2014950001182",327160,671860,-3.167518,55.934304,95,"Slight collision",1,1,2014-02-28,6,14:55:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,"30mph",3
"2014950001182",327160,671860,-3.167518,55.934304,95,"Slight collision",1,1,2014-02-28,6,14:55:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,"30mph",3
"2014950001182",327160,671860,-3.167518,55.934304,95,"Slight collision",1,1,2014-02-28,6,14:55:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,"30mph",3
"2014950001183",325920,674380,-3.188055,55.956752,95,"Slight collision",1,1,2014-03-01,7,01:30:00,923,"S12000036",4,901,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,"20mph main streets",2
"2014950001183",325920,674380,-3.188055,55.956752,95,"Slight collision",1,1,2014-03-01,7,01:30:00,923,"S12000036",4,901,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,"20mph main streets",2
"2014950001183",325920,674380,-3.188055,55.956752,95,"Slight collision",1,1,2014-03-01,7,01:30:00,923,"S12000036",4,901,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,"20mph main streets",2
"2014950001183",325920,674380,-3.188055,55.956752,95,"Slight collision",1,1,2014-03-01,7,01:30:00,923,"S12000036",4,901,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,"20mph main streets",2
"2014950001184",326090,674470,-3.185358,55.957586,95,"Slight collision",1,1,2014-03-01,7,03:25:00,923,"S12000036",3,900,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,"20mph existing streets",2
"2014950001184",326090,674470,-3.185358,55.957586,95,"Slight collision",1,1,2014-03-01,7,03:25:00,923,"S12000036",3,900,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,"20mph existing streets",2
"2014950001184",326090,674470,-3.185358,55.957586,95,"Slight collision",1,1,2014-03-01,7,03:25:00,923,"S12000036",3,900,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,"20mph existing streets",2
"2014950001184",326090,674470,-3.185358,55.957586,95,"Slight collision",1,1,2014-03-01,7,03:25:00,923,"S12000036",3,900,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,"20mph existing streets",2
"2014950001185",321040,670190,-3.264967,55.918336,95,"Slight collision",2,1,2014-03-02,1,10:05:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,"20mph local streets",5
"2014950001185",321040,670190,-3.264967,55.918336,95,"Slight collision",2,1,2014-03-02,1,10:05:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,"20mph local streets",5
"2014950001185",321040,670190,-3.264967,55.918336,95,"Slight collision",2,1,2014-03-02,1,10:05:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,"20mph local streets",5
"2014950001185",321040,670190,-3.264967,55.918336,95,"Slight collision",2,1,2014-03-02,1,10:05:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,"20mph local streets",5
"2014950001186",316390,665640,-3.337939,55.876679,95,"Slight collision",1,1,2014-03-01,7,11:46:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,"30mph",7
"2014950001186",316390,665640,-3.337939,55.876679,95,"Slight collision",1,1,2014-03-01,7,11:46:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,"30mph",7
"2014950001186",316390,665640,-3.337939,55.876679,95,"Slight collision",1,1,2014-03-01,7,11:46:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,"30mph",7
"2014950001186",316390,665640,-3.337939,55.876679,95,"Slight collision",1,1,2014-03-01,7,11:46:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,"30mph",7
"2014950001188",325397,674105,-3.196353,55.9542,95,"Slight collision",1,1,2014-03-02,1,03:46:00,923,"S12000036",5,0,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,"20mph local streets",1
"2014950001188",325397,674105,-3.196353,55.9542,95,"Slight collision",1,1,2014-03-02,1,03:46:00,923,"S12000036",5,0,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,"20mph local streets",1
"2014950001188",325397,674105,-3.196353,55.9542,95,"Slight collision",1,1,2014-03-02,1,03:46:00,923,"S12000036",5,0,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,"20mph local streets",1
"2014950001188",325397,674105,-3.196353,55.9542,95,"Slight collision",1,1,2014-03-02,1,03:46:00,923,"S12000036",5,0,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,"20mph local streets",1
"2014950001194",327910,674590,-3.156246,55.958941,95,"Slight collision",2,1,2014-03-03,2,11:00:00,923,"S12000036",6,0,6,30,1,4,6,0,2,0,1,1,1,0,0,1,1,"20mph main streets",2
"2014950001194",327910,674590,-3.156246,55.958941,95,"Slight collision",2,1,2014-03-03,2,11:00:00,923,"S12000036",6,0,6,30,1,4,6,0,2,0,1,1,1,0,0,1,1,"20mph main streets",2
"2014950001194",327910,674590,-3.156246,55.958941,95,"Slight collision",2,1,2014-03-03,2,11:00:00,923,"S12000036",6,0,6,30,1,4,6,0,2,0,1,1,1,0,0,1,1,"20mph main streets",2
"2014950001194",327910,674590,-3.156246,55.958941,95,"Slight collision",2,1,2014-03-03,2,11:00:00,923,"S12000036",6,0,6,30,1,4,6,0,2,0,1,1,1,0,0,1,1,"20mph main streets",2
"2014950001235",315200,672480,-3.359101,55.937911,95,"Slight collision",2,1,2014-03-03,2,17:33:00,923,"S12000036",3,8,1,30,1,4,6,0,0,0,1,1,1,0,0,2,1,"50, 60 or 70mph",7
"2014950001235",315200,672480,-3.359101,55.937911,95,"Slight collision",2,1,2014-03-03,2,17:33:00,923,"S12000036",3,8,1,30,1,4,6,0,0,0,1,1,1,0,0,2,1,"50, 60 or 70mph",7
"2014950001235",315200,672480,-3.359101,55.937911,95,"Slight collision",2,1,2014-03-03,2,17:33:00,923,"S12000036",3,8,1,30,1,4,6,0,0,0,1,1,1,0,0,2,1,"50, 60 or 70mph",7
"2014950001235",315200,672480,-3.359101,55.937911,95,"Slight collision",2,1,2014-03-03,2,17:33:00,923,"S12000036",3,8,1,30,1,4,6,0,0,0,1,1,1,0,0,2,1,"50, 60 or 70mph",7
"2014950001246",323400,675820,-3.228816,55.969291,95,"Slight collision",2,1,2014-03-04,3,12:55:00,923,"S12000036",6,0,6,30,3,2,6,0,2,5,1,1,1,0,0,1,1,"30mph",2
"2014950001246",323400,675820,-3.228816,55.969291,95,"Slight collision",2,1,2014-03-04,3,12:55:00,923,"S12000036",6,0,6,30,3,2,6,0,2,5,1,1,1,0,0,1,1,"30mph",2
"2014950001246",323400,675820,-3.228816,55.969291,95,"Slight collision",2,1,2014-03-04,3,12:55:00,923,"S12000036",6,0,6,30,3,2,6,0,2,5,1,1,1,0,0,1,1,"30mph",2
"2014950001246",323400,675820,-3.228816,55.969291,95,"Slight collision",2,1,2014-03-04,3,12:55:00,923,"S12000036",6,0,6,30,3,2,6,0,2,5,1,1,1,0,0,1,1,"30mph",2
"2014950001261",318500,671250,-3.305916,55.927433,95,"Slight collision",2,1,2014-03-04,3,17:15:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,"30mph",5
"2014950001261",318500,671250,-3.305916,55.927433,95,"Slight collision",2,1,2014-03-04,3,17:15:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,"30mph",5
"2014950001261",318500,671250,-3.305916,55.927433,95,"Slight collision",2,1,2014-03-04,3,17:15:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,"30mph",5
"2014950001261",318500,671250,-3.305916,55.927433,95,"Slight collision",2,1,2014-03-04,3,17:15:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,"30mph",5
"2014950001268",327190,670940,-3.16679,55.926044,95,"Slight collision",2,1,2014-03-05,4,07:40:00,923,"S12000036",3,701,6,30,6,2,6,0,0,5,1,1,1,0,0,1,2,"30mph",3
"2014950001268",327190,670940,-3.16679,55.926044,95,"Slight collision",2,1,2014-03-05,4,07:40:00,923,"S12000036",3,701,6,30,6,2,6,0,0,5,1,1,1,0,0,1,2,"30mph",3
"2014950001268",327190,670940,-3.16679,55.926044,95,"Slight collision",2,1,2014-03-05,4,07:40:00,923,"S12000036",3,701,6,30,6,2,6,0,0,5,1,1,1,0,0,1,2,"30mph",3
"2014950001268",327190,670940,-3.16679,55.926044,95,"Slight collision",2,1,2014-03-05,4,07:40:00,923,"S12000036",3,701,6,30,6,2,6,0,0,5,1,1,1,0,0,1,2,"30mph",3
"2014950001270",324500,671620,-3.210019,55.931737,95,"Slight collision",2,1,2014-03-04,3,15:50:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,"20mph main streets",3
"2014950001270",324500,671620,-3.210019,55.931737,95,"Slight collision",2,1,2014-03-04,3,15:50:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,"20mph main streets",3
"2014950001270",324500,671620,-3.210019,55.931737,95,"Slight collision",2,1,2014-03-04,3,15:50:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,"20mph main streets",3
"2014950001270",324500,671620,-3.210019,55.931737,95,"Slight collision",2,1,2014-03-04,3,15:50:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,"20mph main streets",3
"2014950001271",330480,671760,-3.114361,55.933898,95,"Slight collision",1,1,2014-03-04,3,11:00:00,923,"S12000036",3,6095,6,30,1,4,3,6095,0,4,1,1,1,0,0,1,2,"30mph",3
"2014950001271",330480,671760,-3.114361,55.933898,95,"Slight collision",1,1,2014-03-04,3,11:00:00,923,"S12000036",3,6095,6,30,1,4,3,6095,0,4,1,1,1,0,0,1,2,"30mph",3
"2014950001271",330480,671760,-3.114361,55.933898,95,"Slight collision",1,1,2014-03-04,3,11:00:00,923,"S12000036",3,6095,6,30,1,4,3,6095,0,4,1,1,1,0,0,1,2,"30mph",3
"2014950001271",330480,671760,-3.114361,55.933898,95,"Slight collision",1,1,2014-03-04,3,11:00:00,923,"S12000036",3,6095,6,30,1,4,3,6095,0,4,1,1,1,0,0,1,2,"30mph",3
"2014950001300",324570,672120,-3.209039,55.93624,95,"Slight collision",2,1,2014-03-06,5,16:23:00,923,"S12000036",3,702,6,30,6,4,6,0,0,4,1,2,2,0,0,1,1,"20mph existing streets",3
"2014950001300",324570,672120,-3.209039,55.93624,95,"Slight collision",2,1,2014-03-06,5,16:23:00,923,"S12000036",3,702,6,30,6,4,6,0,0,4,1,2,2,0,0,1,1,"20mph existing streets",3
"2014950001300",324570,672120,-3.209039,55.93624,95,"Slight collision",2,1,2014-03-06,5,16:23:00,923,"S12000036",3,702,6,30,6,4,6,0,0,4,1,2,2,0,0,1,1,"20mph existing streets",3
"2014950001300",324570,672120,-3.209039,55.93624,95,"Slight collision",2,1,2014-03-06,5,16:23:00,923,"S12000036",3,702,6,30,6,4,6,0,0,4,1,2,2,0,0,1,1,"20mph existing streets",3
"2014950001304",325940,673790,-3.187573,55.951455,95,"Slight collision",1,1,2014-03-06,5,17:50:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,"20mph local streets",1
"2014950001304",325940,673790,-3.187573,55.951455,95,"Slight collision",1,1,2014-03-06,5,17:50:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,"20mph local streets",1
"2014950001304",325940,673790,-3.187573,55.951455,95,"Slight collision",1,1,2014-03-06,5,17:50:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,"20mph local streets",1
"2014950001304",325940,673790,-3.187573,55.951455,95,"Slight collision",1,1,2014-03-06,5,17:50:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,"20mph local streets",1
"2014950001307",327350,668130,-3.163473,55.900826,95,"Serious collision",2,1,2014-03-06,5,17:50:00,923,"S12000036",3,701,6,30,3,4,6,0,0,8,4,2,2,0,0,1,2,"20mph existing streets",6
"2014950001307",327350,668130,-3.163473,55.900826,95,"Serious collision",2,1,2014-03-06,5,17:50:00,923,"S12000036",3,701,6,30,3,4,6,0,0,8,4,2,2,0,0,1,2,"20mph existing streets",6
"2014950001307",327350,668130,-3.163473,55.900826,95,"Serious collision",2,1,2014-03-06,5,17:50:00,923,"S12000036",3,701,6,30,3,4,6,0,0,8,4,2,2,0,0,1,2,"20mph existing streets",6
"2014950001307",327350,668130,-3.163473,55.900826,95,"Serious collision",2,1,2014-03-06,5,17:50:00,923,"S12000036",3,701,6,30,3,4,6,0,0,8,4,2,2,0,0,1,2,"20mph existing streets",6
"2014950001312",322240,670830,-3.245956,55.92428,95,"Slight collision",4,1,2014-03-06,5,18:45:00,923,"S12000036",5,0,6,20,0,-1,-1,0,0,0,4,2,2,0,0,1,1,"30mph",6
"2014950001312",322240,670830,-3.245956,55.92428,95,"Slight collision",4,1,2014-03-06,5,18:45:00,923,"S12000036",5,0,6,20,0,-1,-1,0,0,0,4,2,2,0,0,1,1,"30mph",6
"2014950001312",322240,670830,-3.245956,55.92428,95,"Slight collision",4,1,2014-03-06,5,18:45:00,923,"S12000036",5,0,6,20,0,-1,-1,0,0,0,4,2,2,0,0,1,1,"30mph",6
"2014950001312",322240,670830,-3.245956,55.92428,95,"Slight collision",4,1,2014-03-06,5,18:45:00,923,"S12000036",5,0,6,20,0,-1,-1,0,0,0,4,2,2,0,0,1,1,"30mph",6
"2014950001316",329670,674930,-3.128151,55.962257,95,"Slight collision",2,1,2014-03-07,6,14:00:00,923,"S12000036",3,199,6,40,3,4,6,0,0,0,1,4,1,0,0,1,1,"40mph",2
"2014950001316",329670,674930,-3.128151,55.962257,95,"Slight collision",2,1,2014-03-07,6,14:00:00,923,"S12000036",3,199,6,40,3,4,6,0,0,0,1,4,1,0,0,1,1,"40mph",2
"2014950001316",329670,674930,-3.128151,55.962257,95,"Slight collision",2,1,2014-03-07,6,14:00:00,923,"S12000036",3,199,6,40,3,4,6,0,0,0,1,4,1,0,0,1,1,"40mph",2
"2014950001316",329670,674930,-3.128151,55.962257,95,"Slight collision",2,1,2014-03-07,6,14:00:00,923,"S12000036",3,199,6,40,3,4,6,0,0,0,1,4,1,0,0,1,1,"40mph",2
"2014950001329",327620,676350,-3.161364,55.974708,95,"Slight collision",2,1,2014-03-07,6,17:20:00,923,"S12000036",3,199,6,30,6,2,6,0,0,5,1,1,1,0,0,1,2,"20mph main streets",2
"2014950001329",327620,676350,-3.161364,55.974708,95,"Slight collision",2,1,2014-03-07,6,17:20:00,923,"S12000036",3,199,6,30,6,2,6,0,0,5,1,1,1,0,0,1,2,"20mph main streets",2
"2014950001329",327620,676350,-3.161364,55.974708,95,"Slight collision",2,1,2014-03-07,6,17:20:00,923,"S12000036",3,199,6,30,6,2,6,0,0,5,1,1,1,0,0,1,2,"20mph main streets",2
"2014950001329",327620,676350,-3.161364,55.974708,95,"Slight collision",2,1,2014-03-07,6,17:20:00,923,"S12000036",3,199,6,30,6,2,6,0,0,5,1,1,1,0,0,1,2,"20mph main streets",2
"2014950001330",330450,672300,-3.11498,55.938744,95,"Slight collision",2,1,2014-03-07,6,20:30:00,923,"S12000036",3,6106,6,30,2,4,6,0,0,0,4,1,1,0,0,1,1,"30mph",3
"2014950001330",330450,672300,-3.11498,55.938744,95,"Slight collision",2,1,2014-03-07,6,20:30:00,923,"S12000036",3,6106,6,30,2,4,6,0,0,0,4,1,1,0,0,1,1,"30mph",3
"2014950001330",330450,672300,-3.11498,55.938744,95,"Slight collision",2,1,2014-03-07,6,20:30:00,923,"S12000036",3,6106,6,30,2,4,6,0,0,0,4,1,1,0,0,1,1,"30mph",3
"2014950001330",330450,672300,-3.11498,55.938744,95,"Slight collision",2,1,2014-03-07,6,20:30:00,923,"S12000036",3,6106,6,30,2,4,6,0,0,0,4,1,1,0,0,1,1,"30mph",3
"2014950001332",324910,673190,-3.203896,55.945905,95,"Slight collision",1,2,2014-03-02,1,23:25:00,923,"S12000036",5,0,6,30,3,4,5,0,0,8,4,2,2,0,0,1,1,"20mph main streets",1
"2014950001332",324910,673190,-3.203896,55.945905,95,"Slight collision",1,2,2014-03-02,1,23:25:00,923,"S12000036",5,0,6,30,3,4,5,0,0,8,4,2,2,0,0,1,1,"20mph main streets",1
"2014950001332",324910,673190,-3.203896,55.945905,95,"Slight collision",1,2,2014-03-02,1,23:25:00,923,"S12000036",5,0,6,30,3,4,5,0,0,8,4,2,2,0,0,1,1,"20mph main streets",1
"2014950001332",324910,673190,-3.203896,55.945905,95,"Slight collision",1,2,2014-03-02,1,23:25:00,923,"S12000036",5,0,6,30,3,4,5,0,0,8,4,2,2,0,0,1,1,"20mph main streets",1
"2014950001333",326670,671310,-3.17521,55.929289,95,"Slight collision",2,2,2014-03-08,7,11:42:00,923,"S12000036",5,0,6,30,9,4,6,0,0,5,1,1,2,0,0,1,1,"20mph main streets",3
"2014950001333",326670,671310,-3.17521,55.929289,95,"Slight collision",2,2,2014-03-08,7,11:42:00,923,"S12000036",5,0,6,30,9,4,6,0,0,5,1,1,2,0,0,1,1,"20mph main streets",3
"2014950001333",326670,671310,-3.17521,55.929289,95,"Slight collision",2,2,2014-03-08,7,11:42:00,923,"S12000036",5,0,6,30,9,4,6,0,0,5,1,1,2,0,0,1,1,"20mph main streets",3
"2014950001333",326670,671310,-3.17521,55.929289,95,"Slight collision",2,2,2014-03-08,7,11:42:00,923,"S12000036",5,0,6,30,9,4,6,0,0,5,1,1,2,0,0,1,1,"20mph main streets",3
"2014950001350",311480,672770,-3.418728,55.939844,95,"Serious collision",2,1,2014-03-09,1,10:35:00,923,"S12000036",3,89,6,40,0,-1,-1,0,0,0,1,1,2,0,0,2,1,"40mph",7
"2014950001350",311480,672770,-3.418728,55.939844,95,"Serious collision",2,1,2014-03-09,1,10:35:00,923,"S12000036",3,89,6,40,0,-1,-1,0,0,0,1,1,2,0,0,2,1,"40mph",7
"2014950001350",311480,672770,-3.418728,55.939844,95,"Serious collision",2,1,2014-03-09,1,10:35:00,923,"S12000036",3,89,6,40,0,-1,-1,0,0,0,1,1,2,0,0,2,1,"40mph",7
"2014950001350",311480,672770,-3.418728,55.939844,95,"Serious collision",2,1,2014-03-09,1,10:35:00,923,"S12000036",3,89,6,40,0,-1,-1,0,0,0,1,1,2,0,0,2,1,"40mph",7
"2014950001362",326730,671820,-3.174389,55.933879,95,"Slight collision",2,1,2014-03-10,2,08:15:00,923,"S12000036",3,7,6,30,6,2,6,0,2,5,1,1,2,0,0,1,1,"30mph",3
