"nearest_line_id","ID","Accident_Index","Location_Easting_OSGR","Location_Northing_OSGR","Longitude.before","Latitude.before","Police_Force","Accident_Severity","Number_of_Vehicles","Number_of_Casualties","Date","Day_of_Week","Time","Local_Authority_.District.","Local_Authority_.Highway.","X1st_Road_Class","X1st_Road_Number","Road_Type","Speed_limit","Junction_Detail","Junction_Control","X2nd_Road_Class","X2nd_Road_Number","Pedestrian_Crossing.Human_Control","Pedestrian_Crossing.Physical_Facilities","Light_Conditions","Weather_Conditions","Road_Surface_Conditions","Special_Conditions_at_Site","Carriageway_Hazards","Urban_or_Rural_Area","Did_Police_Officer_Attend_Scene_of_Accident","LSOA_of_Accident_Location","year","Longitude","Latitude","snap_dist","X","Y","optional","FEATID","LAYER","Shape_Length"
"4727",1111,"2014950004486",319020,676570,-3.299196,55.975309,95,3,1,2,"2014-08-16",7,21:35:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,6,1,1,0,0,1,1,NA,"2014",-3.29917816404007,55.9752628633385,2.25190587867545,-3.29916274726884,55.9752809970086,TRUE,1099,"20mph local streets",715.560332972459
"4727",64,"2013950004190",319200,676380,-3.296256,55.973632,95,3,1,1,"2013-08-19",2,02:21:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,NA,"2013",-3.29623763741911,55.9735865674289,1.65826014272969,-3.29621847641672,55.9735967353779,TRUE,1099,"20mph local streets",715.560332972459
"4736",3204,"2018950001116",324120,673610,-3.216644,55.949504,95,3,3,1,"2018-08-17",6,15:05:00,923,"S12000036",6,0,6,20,3,2,6,0,0,5,1,1,1,0,0,1,2,NA,"2018",-3.21664397468744,55.9495082256798,5.26344960344476,-3.21657977657907,55.9495383506168,TRUE,1108,"20mph local streets",480.921808483035
"4736",2541,"2016950001251",324400,673850,-3.210807,55.951766,95,2,2,1,"2016-02-24",4,08:42:00,923,"S12000036",3,90,6,20,3,2,6,0,0,5,1,1,1,0,0,1,2,NA,"2016",-3.21222884012856,55.9517082680781,5.76277861287662,-3.21228846789967,55.9517473074489,TRUE,1108,"20mph local streets",480.921808483035
"4740",955,"2014950003466",323890,673210,-3.220229,55.945924,95,3,1,1,"2014-06-27",6,14:15:00,923,"S12000036",3,8,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,NA,"2014",-3.22021299748318,55.9458787227681,1.31298233609867,-3.22023383539498,55.9458794149177,TRUE,1112,"20mph local streets",31.0384048104053
"4743",2254,"2015950005014",331400,671480,-3.099552,55.93147,95,2,2,1,"2015-11-04",4,20:10:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,NA,"2015",-3.09955233484043,55.9314700521281,2.46189900572162,-3.09952074913572,55.9314570848439,TRUE,1115,"20mph local streets",373.481109520683
"4744",364,"2013950006644",331370,671630,-3.100084,55.932858,95,3,2,1,"2013-12-05",5,14:00:00,923,"S12000036",3,6095,6,30,2,4,6,0,0,0,1,4,1,0,0,1,1,NA,"2013",-3.10007059011613,55.9328132333467,1.23233161896786,-3.10008943420419,55.932810231479,TRUE,1116,"20mph local streets",136.017767098753
"4744",1499,"2014950006884",331370,671630,-3.100084,55.932858,95,3,4,3,"2014-12-30",3,14:10:00,923,"S12000036",3,6095,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,NA,"2014",-3.10007059011613,55.9328132333467,1.23233161896786,-3.10008943420419,55.932810231479,TRUE,1116,"20mph local streets",136.017767098753
"4748",3547,"0015819",329020,674280,-3.13837488421722,55.9562765281475,NA,3,2,1,"2019-02-07",NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019",-3.13837488421722,55.9562765281475,1.3379049948144,-3.13835440181739,55.9562797626587,TRUE,1120,"20mph local streets",1271.95855586558
"4748",2930,"2018950000314",329030,674260,-3.138212,55.956093,95,3,2,3,"2018-03-09",6,14:55:00,923,"S12000036",6,0,6,20,3,4,3,1140,0,8,1,1,1,0,0,1,1,NA,"2018",-3.13820948892109,55.956098348122,2.6689123679991,-3.13824696176451,55.956087162685,TRUE,1120,"20mph local streets",1271.95855586558
"4748",399,"2013950006899",329250,675290,-3.134972,55.965429,95,2,2,1,"2013-12-15",1,13:30:00,923,"S12000036",6,0,6,20,3,4,6,0,0,0,1,4,1,0,0,1,1,NA,"2013",-3.13495763440259,55.9653832997632,0.6182740528723,-3.134964669033,55.9653871552452,TRUE,1120,"20mph local streets",1271.95855586558
"4748",1727,"2015950001520",329190,675130,-3.135876,55.963937,95,3,4,2,"2015-03-31",3,17:20:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,5,1,2,2,0,0,1,1,NA,"2015",-3.13587647801082,55.9639371713994,2.55438305416991,-3.13591701109465,55.9639355674254,TRUE,1120,"20mph local streets",1271.95855586558
"4748",2191,"2015950004468",329150,674720,-3.136409,55.960248,95,3,2,1,"2015-10-08",5,16:40:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,5,1,1,0,0,1,1,NA,"2015",-3.1364091310563,55.9602482495016,0.0937320759861306,-3.13641044733052,55.9602486422461,TRUE,1120,"20mph local streets",1271.95855586558
"4754",2450,"2016950000377",325410,674510,-3.194818,55.957854,95,3,2,1,"2016-01-04",2,21:00:00,923,"S12000036",6,0,6,30,3,2,5,0,0,0,4,9,1,0,0,1,2,NA,"2016",-3.19624164207094,55.9577949471063,7.54765162461404,-3.19612516392666,55.9578112219653,TRUE,1126,"20mph local streets",267.732489343186
"4758",666,"2014950001561",319290,671070,-3.293223,55.92595,95,3,2,1,"2014-03-19",4,17:05:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,4,1,0,0,1,1,NA,"2014",-3.29320473413992,55.9259048746166,3.16856631302022,-3.29319168736909,55.9258775741989,TRUE,1130,"20mph local streets",613.158978049839
"4758",3580,"0003119",319370,670790,-3.2918411421929,55.9234032071805,NA,3,2,1,"2019-01-09",NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019",-3.2918411421929,55.9234032071805,1.23916808331199,-3.29184617350257,55.9234138944587,TRUE,1130,"20mph local streets",613.158978049839
"4760",159,"2013950005116",317900,672300,-3.315836,55.936763,95,3,2,1,"2013-09-19",5,08:50:00,923,"S12000036",6,0,6,30,1,4,6,0,0,0,1,2,2,0,0,1,2,NA,"2013",-3.31581732360408,55.9367177149285,7.12137532728213,-3.31570560670726,55.9367278939506,TRUE,1132,"20mph local streets",95.7015871097947
"4760",2397,"2015950005898",317940,672360,-3.315195,55.937263,95,3,2,1,"2015-12-26",7,11:45:00,923,"S12000036",6,0,7,30,1,4,6,0,0,0,1,2,2,0,0,1,1,NA,"2015",-3.31519546665885,55.9372634954186,1.29475719792479,-3.31521488954122,55.9372673102986,TRUE,1132,"20mph local streets",95.7015871097947
"4766",2286,"2015950005279",325110,674060,-3.20092,55.953706,95,2,1,2,"2015-11-17",3,19:30:00,923,"S12000036",5,0,6,30,6,4,6,0,0,0,4,2,2,0,0,1,1,NA,"2015",-3.20092019282148,55.9537059702225,0.13832067936896,-3.20091955190212,55.953704789707,TRUE,1138,"20mph local streets",816.631304037706
"4766",327,"2013950006384",325310,674110,-3.197748,55.954232,95,3,1,1,"2013-11-22",6,23:10:00,923,"S12000036",5,0,6,30,9,4,6,0,0,0,4,1,1,0,0,1,1,NA,"2013",-3.19773190587702,55.954186279988,5.79839010358944,-3.19775680948142,55.9542360896121,TRUE,1138,"20mph local streets",816.631304037706
"4767",93,"2013950004390",325760,674450,-3.190636,55.957356,95,2,2,1,"2013-08-28",4,15:25:00,923,"S12000036",6,0,6,20,6,4,6,0,0,0,1,1,1,0,0,1,1,NA,"2013",-3.19062071158121,55.9573102633921,2.98040981557917,-3.19058943587422,55.9573302441849,TRUE,1139,"20mph local streets",216.790389622836
"4773",2210,"2015950004702",324910,672960,-3.203816,55.943794,95,3,2,1,"2015-10-19",2,15:15:00,923,"S12000036",3,700,2,30,7,2,6,0,0,5,1,1,1,0,0,1,2,NA,"2015",-3.20381564646577,55.9437936728605,0.882183870151859,-3.20381742476616,55.9438014799372,TRUE,1145,"20mph local streets",259.236340214381
"4774",3086,"2018950000781",326140,673090,-3.184164,55.945148,95,3,1,1,"2018-06-18",2,07:40:00,923,"S12000036",3,7,6,20,6,4,6,0,0,0,1,1,1,4,2,1,1,NA,"2018",-3.18416296847786,55.9451522658074,1.61452149810203,-3.18414576569694,55.9451415746766,TRUE,1146,"20mph local streets",198.216845946472
"4774",3306,"2018950001405",326210,673160,-3.183063,55.945787,95,3,1,1,"2018-10-15",2,14:00:00,923,"S12000036",6,0,6,20,9,4,6,0,0,8,1,1,1,0,0,1,1,NA,"2018",-3.18306162989296,55.9457918303867,7.64807784282982,-3.18297844511318,55.9457420600562,TRUE,1146,"20mph local streets",198.216845946472
"4774",2758,"2016950002592",326300,673170,-3.180198,55.945952,95,3,2,1,"2016-05-24",3,16:30:00,923,"S12000036",6,0,6,30,3,4,6,0,0,8,1,1,1,0,0,1,1,NA,"2016",-3.18162368014756,55.94589548591,1.50751584726746,-3.18162558385206,55.9459088934089,TRUE,1146,"20mph local streets",198.216845946472
"4774",206,"2013950005462",326140,673090,-3.184179,55.945197,95,3,2,1,"2013-10-09",4,09:20:00,923,"S12000036",6,0,6,30,6,2,6,0,0,8,1,1,2,0,0,1,1,NA,"2013",-3.18416296847786,55.9451522658074,1.61452149810203,-3.18414576569694,55.9451415746766,TRUE,1146,"20mph local streets",198.216845946472
"4775",397,"2013950006882",317970,672740,-3.31485,55.940727,95,3,2,2,"2013-12-16",2,10:55:00,923,"S12000036",6,0,6,30,3,4,3,8,0,4,1,2,2,0,0,1,1,NA,"2013",-3.31483102285274,55.9406819322465,8.11959726624935,-3.31481745323094,55.9407539622475,TRUE,1147,"20mph local streets",288.913090164065
"4777",2257,"2015950005025",324450,673250,-3.21126,55.946326,95,3,1,1,"2015-11-05",5,09:10:00,923,"S12000036",6,0,2,30,6,2,4,700,0,5,1,1,1,0,0,1,1,NA,"2015",-3.21126002954482,55.9463264967014,5.25188099206334,-3.2111769018412,55.9463309082115,TRUE,1149,"20mph local streets",349.895382979154
"4777",433,"2013950007121",324460,673235,-3.211112,55.946239,95,3,1,1,"2013-12-24",3,19:40:00,923,"S12000036",4,700,2,30,0,-1,-1,0,0,0,4,4,2,0,0,1,2,NA,"2013",-3.21109574622756,55.9461933293116,2.79268560751927,-3.21113882786858,55.9461873024514,TRUE,1149,"20mph local streets",349.895382979154
"4778",1242,"2014950005086",319750,672450,-3.286274,55.938423,95,3,2,1,"2014-10-08",4,19:30:00,923,"S12000036",6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,NA,"2014",-3.28625602420904,55.9383777980991,2.55749854317315,-3.28621724687356,55.9383846417915,TRUE,1150,"20mph local streets",937.2002201396
"4780",944,"2014950003394",318750,671520,-3.301998,55.929901,95,3,2,3,"2014-06-25",4,12:00:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,NA,"2014",-3.30197959847924,55.9298559617361,5.74410291183574,-3.30189040475316,55.929866843144,TRUE,1152,"20mph local streets",305.767112482863
"4783",3478,"0042319",320891,675670,-3.26894144578874,55.9674909115703,NA,2,2,1,"2019-04-11",NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019",-3.26894144578874,55.9674909115703,0.790901564163792,-3.26893014512916,55.9674940122025,TRUE,1155,"20mph local streets",296.20862568345
"4785",3427,"2018950001750",326644,676501,-3.177027,55.975864,95,3,2,1,"2018-12-23",1,19:54:00,923,"S12000036",3,902,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,NA,"2018",-3.17702506040568,55.9758700150692,4.02782284729107,-3.17702396897557,55.9758340838122,TRUE,1157,"20mph local streets",749.553497274376
"4785",635,"2014950001383",326820,676540,-3.174231,55.976293,95,2,2,1,"2014-03-10",2,17:30:00,923,"S12000036",3,902,6,30,3,2,6,0,2,5,1,1,1,0,0,1,1,NA,"2014",-3.17421614219345,55.9762472404585,2.01390537159232,-3.17421559777262,55.9762292748124,TRUE,1157,"20mph local streets",749.553497274376
"4785",1720,"2015950001348",326530,676450,-3.178837,55.975394,95,3,1,1,"2015-03-28",7,18:40:00,923,"S12000036",3,902,6,30,6,2,3,901,0,5,4,1,1,0,0,1,1,NA,"2015",-3.17883741000512,55.9753944365911,3.15227648430145,-3.17886060298535,55.9754193739302,TRUE,1157,"20mph local streets",749.553497274376
"4786",2770,"2016950002636",312970,677610,-3.395028,55.983609,95,3,2,1,"2016-05-25",4,17:38:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,2,NA,"2016",-3.39642701301994,55.9835444459677,5.87149393571149,-3.39638231169354,55.9835904338642,TRUE,1158,"20mph local streets",939.544756613014
"4788",18,"2013950003997",324830,673800,-3.205347,55.951372,95,3,1,1,"2013-08-03",7,15:30:00,923,"S12000036",6,0,2,20,3,4,6,0,0,0,1,1,1,0,0,1,1,NA,"2013",-3.20533061698921,55.9513266746601,1.77230902141721,-3.20535752950633,55.9513219833111,TRUE,1160,"20mph local streets",298.294602603346
"479",786,"2014950002370",326120,676350,-3.185393,55.974479,95,3,1,1,"2014-05-01",5,15:44:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,NA,"2014",-3.18537806114696,55.9744331576825,1.28969448971692,-3.18539524645949,55.9744268696766,TRUE,479,"20mph existing streets",320.444563181206
"4791",3569,"0009819",322920,672070,-3.23541403758553,55.9354837004028,NA,3,2,1,"2019-01-24",NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019",-3.23541403758553,55.9354837004028,1.20639256853528,-3.23542887242761,55.9354768815001,TRUE,1163,"20mph local streets",376.309117506972
"4793",995,"2014950003786",321590,674110,-3.257309,55.953638,95,3,2,1,"2014-07-12",7,18:00:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,NA,"2014",-3.25729168648469,55.9535928782107,0.246530893844751,-3.25729541758017,55.9535922035603,TRUE,1165,"20mph local streets",521.55849060768
"4799",728,"2014950001957",329600,671490,-3.128373,55.931344,95,2,3,2,"2014-04-10",5,17:15:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,NA,"2014",-3.12835862305519,55.9312993743134,1.4240105358954,-3.12834288215002,55.9313085039996,TRUE,1171,"20mph local streets",1597.14669374757
"4799",2997,"2018950000505",329290,671430,-3.133305,55.93071,95,3,1,1,"2018-04-17",3,11:00:00,923,"S12000036",6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,NA,"2018",-3.13330348245852,55.9307148481189,2.9554878959041,-3.13326259804358,55.9307278328487,TRUE,1171,"20mph local streets",1597.14669374757
"4799",1347,"2014950005657",329500,671590,-3.129999,55.932228,95,3,2,1,"2014-11-08",7,20:15:00,923,"S12000036",3,6095,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,NA,"2014",-3.12998496894616,55.9321830069988,3.55151463040561,-3.12993668057782,55.9321994189229,TRUE,1171,"20mph local streets",1597.14669374757
"4799",119,"2013950004506",329350,671320,-3.132329,55.92978,95,3,1,1,"2013-09-02",2,15:45:00,923,"S12000036",6,0,6,30,8,4,6,0,0,0,1,4,1,0,0,1,2,NA,"2013",-3.13231455598365,55.929735546156,3.10231839490336,-3.132271914025,55.9297494429902,TRUE,1171,"20mph local streets",1597.14669374757
"48",290,"2013950006107",329790,672340,-3.125554,55.939008,95,3,2,1,"2013-11-09",7,15:01:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,NA,"2013",-3.12553967672449,55.9389627719688,2.53969989513539,-3.12557625790779,55.9389531826852,TRUE,48,"20mph existing streets",681.654344576598
"48",2854,"2016950003192",329810,672290,-3.123774,55.938572,95,2,1,1,"2016-06-29",4,18:05:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,NA,"2016",-3.12520654992381,55.9385165448098,0.362803416644158,-3.12521177560719,55.9385151749703,TRUE,48,"20mph existing streets",681.654344576598
"4800",1373,"2014950005919",328860,674190,-3.140928,55.95549,95,2,2,1,"2014-11-19",4,08:45:00,923,"S12000036",3,1140,6,30,6,4,6,0,0,4,1,1,1,0,0,1,1,NA,"2014",-3.14091304691701,55.955444364631,5.31656854168844,-3.14083227679482,55.955458396565,TRUE,1172,"20mph local streets",225.567117376089
"4801",2186,"2015950004452",329070,673840,-3.137458,55.952331,95,3,1,1,"2015-10-01",5,08:20:00,923,"S12000036",6,0,6,30,7,4,6,0,1,0,1,1,1,0,0,1,1,NA,"2015",-3.13745833965279,55.9523314150872,2.77202506587768,-3.13741932386554,55.9523429276942,TRUE,1173,"20mph local streets",637.522119821707
"4801",2759,"2016950002593",329120,673640,-3.135174,55.950599,95,3,1,1,"2016-05-25",4,14:15:00,923,"S12000036",6,0,6,30,3,4,6,0,0,8,1,1,1,0,0,1,1,NA,"2016",-3.13660516000503,55.9505422075375,3.99241215195307,-3.13654184452017,55.950544824152,TRUE,1173,"20mph local streets",637.522119821707
"4801",592,"2014950001048",329100,673230,-3.136832,55.946901,95,3,3,1,"2014-02-23",1,09:55:00,923,"S12000036",3,1,6,30,9,4,6,0,0,0,1,5,2,0,0,1,1,NA,"2014",-3.13681741062292,55.9468562305169,6.92603755531113,-3.13672717666768,55.9468916569952,TRUE,1173,"20mph local streets",637.522119821707
"4801",1248,"2014950005151",329100,673270,-3.136842,55.947261,95,3,2,2,"2014-10-09",5,19:27:00,923,"S12000036",6,0,6,30,3,4,3,1,0,4,4,2,2,0,0,1,2,NA,"2014",-3.13682794084,55.947215549896,5.94877299100148,-3.13673335762021,55.9472161173036,TRUE,1173,"20mph local streets",637.522119821707
"4801",2106,"2015950004063",329120,673620,-3.1366,55.950363,95,3,1,1,"2015-09-09",4,11:52:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,NA,"2015",-3.13659989524005,55.9503625479345,4.84998350078116,-3.13652294308673,55.9503596636838,TRUE,1173,"20mph local streets",637.522119821707
"4801",3753,"0060819",329106,673250,-3.13672662536537,55.9470367765144,NA,3,2,1,"2019-05-19",NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019",-3.13672662536537,55.9470367765144,0.208520614403794,-3.13672994074822,55.9470367566273,TRUE,1173,"20mph local streets",637.522119821707
"4802",1790,"2015950002110",326080,673180,-3.185148,55.945951,95,3,1,1,"2015-05-05",3,14:00:00,923,"S12000036",3,7,6,30,3,4,6,0,0,5,1,2,2,0,0,1,2,NA,"2015",-3.18514810697023,55.9459514848533,1.15583843970515,-3.1851400513774,55.9459422161463,TRUE,1174,"20mph local streets",87.7815020274391
"4803",593,"2014950001055",326070,673210,-3.185332,55.946265,95,3,2,1,"2014-02-24",2,06:00:00,923,"S12000036",3,7,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,NA,"2014",-3.18531641774798,55.9462194297078,0.0637006528591074,-3.18531686055386,55.9462199408417,TRUE,1175,"20mph local streets",126.238314030083
"4803",2522,"2016950001038",326070,673210,-3.183892,55.946276,95,2,1,1,"2016-02-15",2,17:40:00,923,"S12000036",3,7,6,30,9,2,6,0,2,4,4,1,1,0,0,1,1,NA,"2016",-3.18531641774798,55.9462194297078,0.0637006528591074,-3.18531686055386,55.9462199408417,TRUE,1175,"20mph local streets",126.238314030083
"4804",2281,"2015950005234",326550,673570,-3.177731,55.949527,95,3,2,1,"2015-11-14",7,19:00:00,923,"S12000036",6,0,6,20,0,-1,-1,0,0,0,4,5,2,0,0,1,2,NA,"2015",-3.17773084688468,55.9495269478286,2.09031418795187,-3.17769767712095,55.9495281382947,TRUE,1176,"20mph local streets",197.097306589766
"4804",3236,"2018950001201",326550,673660,-3.177757,55.950331,95,3,2,1,"2018-09-04",3,18:00:00,923,"S12000036",5,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,NA,"2018",-3.17775539506966,55.9503354043746,2.36238221250545,-3.17772534978804,55.9503480553686,TRUE,1176,"20mph local streets",197.097306589766
"4805",2196,"2015950004518",325630,676810,-3.193355,55.978489,95,3,2,1,"2015-10-14",4,21:50:00,923,"S12000036",6,0,6,20,9,4,6,0,0,0,4,1,1,0,0,1,1,NA,"2015",-3.19335481172334,55.9784894787565,0.270882333928909,-3.19335411698894,55.9784870935702,TRUE,1177,"20mph local streets",486.211859256299
"4806",2539,"2016950001236",325760,676500,-3.189761,55.975786,95,3,1,1,"2016-02-24",4,08:45:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,NA,"2016",-3.19118646302194,55.9757249695309,2.58414103906969e-09,-3.19118646302192,55.9757249695309,TRUE,1178,"20mph local streets",282.857871261794
"4807",858,"2014950002801",321970,671100,-3.250353,55.926662,95,3,2,1,"2014-05-22",5,10:10:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,NA,"2014",-3.25033615750251,55.9266171220021,1.63412516596231,-3.25031913168632,55.9266061149395,TRUE,1179,"20mph local streets",489.985125987849
"4807",1184,"2014950004852",322180,671280,-3.247045,55.928313,95,3,2,1,"2014-09-16",3,22:30:00,923,"S12000036",6,0,6,30,3,2,6,0,2,5,4,1,1,0,0,1,1,NA,"2014",-3.24702823740435,55.9282680641223,2.64321819683056,-3.2469990664893,55.9282510980179,TRUE,1179,"20mph local streets",489.985125987849
"4808",1143,"2014950004674",322180,671160,-3.247011,55.927235,95,3,3,1,"2014-08-30",7,17:15:00,923,"S12000036",6,0,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,NA,"2014",-3.24699361106372,55.9271901457546,5.18064644409762,-3.24693157876144,55.9272205296354,TRUE,1180,"20mph local streets",122.735609679985
"4808",1361,"2014950005819",322170,671180,-3.247176,55.927413,95,3,1,1,"2014-11-15",7,13:33:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,NA,"2014",-3.24715937835236,55.9273681787452,0.0777078752531851,-3.24716030881618,55.9273677229961,TRUE,1180,"20mph local streets",122.735609679985
"4809",2821,"2016950002977",324480,670800,-3.208673,55.924378,95,2,2,1,"2016-06-14",3,16:24:00,923,"S12000036",3,702,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,NA,"2016",-3.21009337629987,55.9243234432404,0.731614947171929,-3.2100941072892,55.924329957518,TRUE,1181,"20mph local streets",797.31874211556
"4811",2677,"2016950002092",324620,670350,-3.206307,55.920357,95,3,3,2,"2016-04-22",6,12:00:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,NA,"2016",-3.20772782901654,55.9203031740649,0.259387493685033,-3.20772664251257,55.9203009578865,TRUE,1183,"20mph local streets",1764.24210020292
"4811",1923,"2015950003172",324474,670314,-3.210053,55.919957,95,3,2,1,"2015-05-06",4,07:00:00,923,"S12000036",6,0,6,30,2,4,6,0,0,0,1,2,2,0,0,1,2,NA,"2015",-3.21005330686783,55.9199568662948,2.62814750927099,-3.21004113501798,55.9199344372783,TRUE,1183,"20mph local streets",1764.24210020292
"4813",3343,"2018950001501",321510,674840,-3.258785,55.960132,95,2,2,1,"2018-11-04",1,15:15:00,923,"S12000036",6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,NA,"2018",-3.25878536374609,55.960137077096,5.20167513886346,-3.25881684540088,55.9600941635577,TRUE,1185,"20mph local streets",1106.25213593179
"4814",2181,"2015950004442",328030,675130,-3.154454,55.963765,95,2,2,1,"2015-10-07",4,12:45:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,NA,"2015",-3.15445420608111,55.9637645209954,5.08319080810324,-3.15449082884786,55.9638049559763,TRUE,1186,"20mph local streets",309.624049695383
"4816",1936,"2015950003220",320060,672910,-3.281431,55.942561,95,3,2,1,"2015-07-08",4,21:25:00,923,"S12000036",6,0,2,30,9,4,3,8,0,0,1,1,1,0,0,1,1,NA,"2015",-3.28143125121131,55.942561461719,0.36108269116592,-3.28142558634645,55.9425609430767,TRUE,1188,"20mph local streets",264.007547091669
"4816",580,"2014950000975",320060,672920,-3.281452,55.942697,95,3,1,1,"2014-02-18",3,19:30:00,923,"S12000036",3,8,6,30,9,4,6,0,0,0,1,2,2,0,0,1,2,NA,"2014",-3.28143421801789,55.9426512868393,2.16649515312831,-3.28140022876551,55.9426481749871,TRUE,1188,"20mph local streets",264.007547091669
"4816",2888,"2016950003434",320060,672910,-3.280019,55.942619,95,3,1,1,"2016-07-11",2,14:45:00,923,"S12000036",3,8,6,30,3,4,6,0,0,4,1,1,1,0,0,1,2,NA,"2016",-3.28143125121131,55.942561461719,0.36108269116592,-3.28142558634645,55.9425609430767,TRUE,1188,"20mph local streets",264.007547091669
"4817",2438,"2016950000178",325290,673310,-3.196407,55.947054,95,2,1,1,"2016-01-12",3,22:30:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,NA,"2016",-3.19783017328844,55.9469969395395,8.52688041862654,-3.19771560667494,55.947037614369,TRUE,1189,"20mph local streets",647.44849302086
"4818",3258,"2018950001269",320340,673520,-3.277129,55.948082,95,3,2,1,"2018-09-16",1,12:50:00,923,"S12000036",6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,NA,"2018",-3.27713002502527,55.9480873392109,0.211720124050736,-3.27712978605258,55.9480854552262,TRUE,1190,"20mph local streets",1030.93318812221
"4820",237,"2013950005705",325060,674250,-3.20179,55.95545,95,2,1,2,"2013-10-21",2,22:30:00,923,"S12000036",6,0,6,30,6,2,5,0,0,0,4,2,2,0,0,1,1,NA,"2013",-3.20177362037276,55.9554048899744,1.39265569634481,-3.20176724739259,55.9553929905586,TRUE,1192,"20mph local streets",572.75758908578
"4820",391,"2013950006846",325060,674250,-3.20179,55.95545,95,3,1,1,"2013-12-15",1,01:30:00,923,"S12000036",6,0,6,30,6,4,5,0,0,0,4,4,2,0,0,1,1,NA,"2013",-3.20177362037276,55.9554048899744,1.39265569634481,-3.20176724739259,55.9553929905586,TRUE,1192,"20mph local streets",572.75758908578
"4821",765,"2014950002223",326890,676260,-3.173034,55.973788,95,3,2,1,"2014-04-23",4,21:16:00,923,"S12000036",6,0,6,30,6,4,6,0,0,0,4,1,2,0,0,1,1,NA,"2014",-3.17301858501678,55.9737427275912,1.45778341036969,-3.17303789988689,55.9737499290187,TRUE,1193,"20mph local streets",420.735601980206
"4821",334,"2013950006433",326870,676010,-3.173286,55.97154,95,2,1,1,"2013-11-19",3,17:55:00,923,"S12000036",3,901,6,30,3,4,6,0,0,5,4,1,1,0,0,1,2,NA,"2013",-3.17327097875111,55.9714939698387,3.41162197976395,-3.17331363350055,55.9715127938736,TRUE,1193,"20mph local streets",420.735601980206
"4821",1579,"2015950000442",326880,676150,-3.173149,55.972753,95,3,2,2,"2015-02-02",2,13:15:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,NA,"2015",-3.17314886420861,55.9727530913436,7.07028962787563,-3.17303939482472,55.972767615697,TRUE,1193,"20mph local streets",420.735601980206
"4821",1551,"2015950000244",326880,676030,-3.173116,55.971675,95,3,1,1,"2015-01-23",6,11:15:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,4,2,0,0,1,1,NA,"2015",-3.17311623407441,55.971675151424,1.50342779065748,-3.17309743700054,55.971666856053,TRUE,1193,"20mph local streets",420.735601980206
