"nearest_line_id","ID","Accident_Index","Location_Easting_OSGR","Location_Northing_OSGR","Longitude.before","Latitude.before","Police_Force","Accident_Severity","Number_of_Vehicles","Number_of_Casualties","Date","Day_of_Week","Time","Local_Authority_.District.","Local_Authority_.Highway.","X1st_Road_Class","X1st_Road_Number","Road_Type","Speed_limit","Junction_Detail","Junction_Control","X2nd_Road_Class","X2nd_Road_Number","Pedestrian_Crossing.Human_Control","Pedestrian_Crossing.Physical_Facilities","Light_Conditions","Weather_Conditions","Road_Surface_Conditions","Special_Conditions_at_Site","Carriageway_Hazards","Urban_or_Rural_Area","Did_Police_Officer_Attend_Scene_of_Accident","LSOA_of_Accident_Location","year","Longitude","Latitude","snap_dist","X","Y","optional","FEATID","LAYER","Shape_Length"
"2786",712,"2014950001826",321550,671920,-3.257312,55.933959,95,3,2,1,"2014-04-03",5,18:30:00,923,"S12000036",3,90,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,NA,"2014",-3.2572944168036,55.9339144620961,1.87524574881025,-3.25727549626017,55.9339015364768,TRUE,9,"30mph",698.912757606479
"2786",2350,"2015950005649",321630,671980,-3.256032,55.934466,95,3,2,2,"2015-12-10",5,19:55:00,923,"S12000036",6,0,6,30,3,4,6,0,0,4,4,2,2,0,0,1,1,NA,"2015",-3.25603167679855,55.9344664800054,1.11722960449333,-3.25602156071225,55.934458288752,TRUE,9,"30mph",698.912757606479
"2786",3431,"2016950003592",321590,671950,-3.255248,55.934247,95,3,2,2,"2016-07-21",5,18:55:00,923,"S12000036",6,0,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,NA,"2016",-3.25666305129972,55.9341904726537,1.23654260375596,-3.25667539654964,55.9341990557979,TRUE,9,"30mph",698.912757606479
"2786",3553,"0019719",321780,672080,-3.2536603150924,55.9353891962832,NA,3,2,1,"2019-02-04",NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019",-3.2536603150924,55.9353891962832,0.544570103134609,-3.25366512663458,55.935393234611,TRUE,9,"30mph",698.912757606479
"2786",643,"2014950001428",321560,671920,-3.257152,55.933961,95,3,1,1,"2014-03-12",4,17:42:00,923,"S12000036",5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,NA,"2014",-3.25713439405068,55.933916095467,4.32790179785238,-3.25717760250432,55.9339461363023,TRUE,9,"30mph",698.912757606479
"2787",2511,"2016950000929",316350,665940,-3.33725,55.879374,95,3,2,3,"2016-02-08",2,19:20:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,4,4,2,0,0,1,1,NA,"2016",-3.33865187036805,55.8793224690067,3.00741648628982,-3.33860747299771,55.879332309057,TRUE,10,"30mph",835.762473664303
"2788",2793,"2016950002751",312908,674664,-3.395068,55.957133,95,3,1,1,"2016-06-06",2,09:50:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,NA,"2016",-3.39646659987027,55.9570720751499,0.514866298328356,-3.39647156512124,55.9570757264474,TRUE,11,"30mph",561.22830309598
"2793",3614,"0021419",331700,671800,-3.09483276146576,55.9343874183293,NA,3,2,1,"2019-02-19",NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019",-3.09483276146576,55.9343874183293,0.118135994903719,-3.09483228755779,55.9343863983414,TRUE,16,"30mph",498.117540454542
"2793",1278,"2014950005244",331630,671780,-3.095962,55.934242,95,3,2,2,"2014-10-18",7,10:20:00,923,"S12000036",3,6095,6,30,6,2,3,1,0,0,1,1,1,0,0,1,1,NA,"2014",-3.09594792578783,55.9341977932863,8.37780289483241,-3.09605754707259,55.9341553468458,TRUE,16,"30mph",498.117540454542
"2793",912,"2014950003214",331830,671840,-3.092776,55.93481,95,3,2,1,"2014-06-10",3,19:15:00,923,"S12000036",3,6095,3,30,0,-1,-1,0,0,5,1,4,1,0,0,1,2,NA,"2014",-3.09276243547616,55.9347652185514,1.78517225224548,-3.09275570993728,55.9347497435714,TRUE,16,"30mph",498.117540454542
"2793",3761,"0058519",331758,671815,-3.09390836193805,55.9345304122512,NA,3,2,1,"2019-05-15",NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019",-3.09390836193805,55.9345304122512,0.924756669349197,-3.09390434127364,55.9345224754508,TRUE,16,"30mph",498.117540454542
"2793",1700,"2015950001247",332050,671890,-3.089254,55.935246,95,3,1,1,"2015-03-23",2,09:20:00,923,"S12000036",3,6095,6,30,3,4,6,0,0,0,5,1,1,0,0,1,1,NA,"2015",-3.0892542533435,55.9352455612411,4.13924105900038,-3.08927604159801,55.935280411529,TRUE,16,"30mph",498.117540454542
"2793",606,"2014950001140",331990,671880,-3.090226,55.935192,95,2,1,1,"2014-02-27",5,14:00:00,923,"S12000036",3,6095,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,NA,"2014",-3.09021195666454,55.9351472345437,0.544447916505094,-3.09020967980173,55.9351425476312,TRUE,16,"30mph",498.117540454542
"2793",1021,"2014950003972",331680,671800,-3.095167,55.934429,95,3,1,1,"2014-07-20",1,23:25:00,923,"S12000036",3,6095,6,30,7,2,6,0,0,0,4,1,1,0,0,1,2,NA,"2014",-3.09515282947238,55.9343845729457,4.89098286958452,-3.09513320875059,55.9343423441966,TRUE,16,"30mph",498.117540454542
"2794",377,"2013950006769",328890,668420,-3.138926,55.903661,95,3,2,1,"2013-12-10",3,20:05:00,923,"S12000036",4,701,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,NA,"2013",-3.13891090313754,55.9036168943557,3.20622461150229,-3.13890667108396,55.9036454023442,TRUE,17,"30mph",1168.95407604345
"2794",2582,"2016950001541",329123,668587,-3.133799,55.905203,95,3,1,1,"2016-03-11",6,16:25:00,923,"S12000036",4,701,6,30,6,4,6,0,0,8,1,2,2,0,0,1,1,NA,"2016",-3.13522894578934,55.9051514731195,4.78941669719119,-3.13517763670964,55.9051199241748,TRUE,17,"30mph",1168.95407604345
"2794",3106,"2018950000842",328900,668420,-3.138752,55.903614,95,3,2,1,"2018-06-29",6,17:55:00,923,"S12000036",4,701,6,30,0,-1,-1,0,2,5,1,1,1,0,0,1,1,NA,"2018",-3.13875099822649,55.9036183734542,3.02082698461239,-3.13875178804308,55.9036453225823,TRUE,17,"30mph",1168.95407604345
"2794",1841,"2015950002488",329010,668450,-3.137,55.903904,95,3,1,1,"2015-05-26",3,13:00:00,923,"S12000036",4,701,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,NA,"2015",-3.13699992926015,55.90390412126,5.49540539757925,-3.13695538602467,55.9038619552814,TRUE,17,"30mph",1168.95407604345
"2794",586,"2014950001030",328300,668460,-3.148371,55.903933,95,3,2,1,"2014-02-22",7,00:35:00,923,"S12000036",5,0,6,30,6,2,4,701,0,4,4,2,2,0,0,1,1,NA,"2014",-3.14835588599463,55.9038885806093,0.773614515923902,-3.14835865952831,55.9038953048139,TRUE,17,"30mph",1168.95407604345
"2794",2619,"2016950001716",328260,668450,-3.147565,55.903844,95,3,1,1,"2016-03-24",5,07:40:00,923,"S12000036",4,701,6,30,3,2,4,701,0,0,1,1,1,0,0,1,1,NA,"2016",-3.14899285143543,55.9037927829727,3.63044912937476,-3.14896865503843,55.9037633813899,TRUE,17,"30mph",1168.95407604345
"2794",2936,"2018950000333",328390,668500,-3.146928,55.904257,95,3,1,1,"2018-03-13",3,11:30:00,923,"S12000036",4,701,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,NA,"2018",-3.14692734254097,55.9042613160657,2.9311577855765,-3.14694382434585,55.9042857747085,TRUE,17,"30mph",1168.95407604345
"2794",3445,"2016950003630",328370,668500,-3.145819,55.90431,95,3,1,1,"2016-07-25",2,14:05:00,923,"S12000036",4,701,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,NA,"2016",-3.14724715672677,55.9042583364079,4.21479325231423,-3.14722154876996,55.9042235913847,TRUE,17,"30mph",1168.95407604345
"2794",153,"2013950005081",328570,668490,-3.144061,55.904242,95,3,2,1,"2013-09-18",4,10:00:00,923,"S12000036",4,701,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,NA,"2013",-3.14404636713278,55.9041982653728,0.318424154656185,-3.14404788684914,55.9041955556119,TRUE,17,"30mph",1168.95407604345
"2794",1934,"2015950003218",328360,668490,-3.147404,55.904167,95,3,1,1,"2015-07-08",4,16:25:00,923,"S12000036",4,701,6,30,6,4,6,0,0,8,1,1,1,0,0,1,1,NA,"2015",-3.14740441101408,55.9041670161254,1.45422671513628,-3.14741324654094,55.9041790041581,TRUE,17,"30mph",1168.95407604345
"2794",1564,"2015950000292",328250,668440,-3.14915,55.903701,95,3,1,1,"2015-01-27",3,15:20:00,923,"S12000036",4,701,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,NA,"2015",-3.14915009972158,55.9037014604798,1.5053065073391,-3.14916013239475,55.9037136513503,TRUE,17,"30mph",1168.95407604345
"2794",1524,"2015950000118",329150,668600,-3.134801,55.905272,95,3,2,1,"2015-01-13",3,17:40:00,923,"S12000036",4,701,6,30,0,-1,-1,0,0,0,4,3,3,0,0,1,2,NA,"2015",-3.13480059576664,55.9052722330512,3.40847829231028,-3.13483711077999,55.9052946855698,TRUE,17,"30mph",1168.95407604345
"2797",686,"2014950001681",323360,668980,-3.227512,55.907842,95,3,2,1,"2014-03-24",2,17:30:00,923,"S12000036",6,0,6,30,8,4,6,0,0,4,1,1,1,0,0,1,2,NA,"2014",-3.22749488467636,55.9077974978492,0.234130047141158,-3.22749787177163,55.9077962538038,TRUE,20,"30mph",119.082538178283
"2797",1739,"2015950001688",323340,669020,-3.227826,55.908154,95,3,1,1,"2015-04-07",3,00:40:00,923,"S12000036",6,0,6,30,3,4,6,0,0,8,4,1,1,0,0,1,1,NA,"2015",-3.22782607475743,55.9081536187417,6.08739426066736,-3.22790373976268,55.9081212732809,TRUE,20,"30mph",119.082538178283
"2798",2904,"2016950003652",324300,670230,-3.211393,55.919229,95,3,1,1,"2016-07-02",7,16:10:00,923,"S12000036",6,0,6,30,6,2,3,702,0,5,1,1,1,0,0,1,1,NA,"2016",-3.21281318216307,55.91917493085,0.595169696858413,-3.21280384080227,55.919174107397,TRUE,21,"30mph",384.093159290344
"2798",1639,"2015950000734",324290,670220,-3.21297,55.919084,95,3,2,1,"2015-02-06",6,07:10:00,923,"S12000036",3,702,6,30,6,1,6,0,2,0,1,8,1,0,0,1,2,NA,"2015",-3.21297034097106,55.9190835275073,8.77867677700017,-3.21283255743531,55.9190713817716,TRUE,21,"30mph",384.093159290344
"2798",1663,"2015950000871",324300,670230,-3.212813,55.919175,95,2,2,1,"2015-03-06",6,09:25:00,923,"S12000036",3,702,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,NA,"2015",-3.21281318216307,55.91917493085,0.595169696858413,-3.21280384080227,55.919174107397,TRUE,21,"30mph",384.093159290344
"2799",3021,"2018950000576",319390,672390,-3.291999,55.937773,95,3,2,1,"2018-04-28",7,15:30:00,923,"S12000036",6,0,6,20,3,4,6,0,0,5,1,1,1,0,0,1,2,NA,"2018",-3.29199948505751,55.9377785522651,0.956110863192448,-3.29198624718662,55.9377827405885,TRUE,22,"30mph",629.602931903347
"2799",956,"2014950003469",319440,672300,-3.29119,55.937024,95,3,2,1,"2014-06-27",6,13:45:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,NA,"2014",-3.29117240314194,55.9369785190981,0.846184524152019,-3.29118418971089,55.9369748838368,TRUE,22,"30mph",629.602931903347
"2799",1729,"2015950001580",319400,672370,-3.291833,55.937601,95,2,1,1,"2015-04-01",4,09:24:00,923,"S12000036",6,0,6,30,3,4,6,0,2,0,1,1,2,0,0,1,1,NA,"2015",-3.29183346786994,55.9376005811317,1.65328740122055,-3.29181057727755,55.9376078234594,TRUE,22,"30mph",629.602931903347
"28",3724,"0062219",325755,672315,-3.19011222541866,55.9381311846344,NA,3,2,1,"2019-05-22",NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019",-3.19011222541866,55.9381311846344,9.54909859825093e-08,-3.19011222541868,55.9381311846352,TRUE,28,"20mph existing streets",2276.48201626256
"28",3026,"2018950000608",325740,672260,-3.190338,55.93763,95,3,3,2,"2018-05-09",4,16:00:00,923,"S12000036",6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,NA,"2018",-3.19033713634608,55.9376348094499,3.16997997528663,-3.19033078575635,55.9376628660259,TRUE,28,"20mph existing streets",2276.48201626256
"28",2368,"2015950005704",325490,672130,-3.194302,55.936428,95,3,2,1,"2015-12-16",4,08:29:00,923,"S12000036",5,0,6,30,3,4,6,0,0,8,1,1,2,0,0,1,1,NA,"2015",-3.19430224347988,55.9364283139263,2.09576762664265,-3.19427710150951,55.9364160475034,TRUE,28,"20mph existing streets",2276.48201626256
"28",299,"2013950006170",325670,672310,-3.191487,55.938118,95,2,1,1,"2013-11-13",4,12:20:00,923,"S12000036",6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,NA,"2013",-3.19147122096781,55.9380731194713,6.26603239256376,-3.1914697254724,55.9381290177167,TRUE,28,"20mph existing streets",2276.48201626256
"2801",3666,"0035219",327110,671927,-3.16832116583726,55.9348534348061,NA,3,1,1,"2019-03-27",NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019",-3.16832116583726,55.9348534348061,0.67867397722087,-3.16832953435071,55.9348496138745,TRUE,24,"30mph",988.405317752495
"2801",1256,"2014950005163",326890,672250,-3.171945,55.937766,95,3,3,1,"2014-10-11",7,13:00:00,923,"S12000036",6,0,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,NA,"2014",-3.17192948121506,55.9377214631568,0.0677358964649695,-3.17192869689223,55.937721877202,TRUE,24,"30mph",988.405317752495
"2801",362,"2013950006640",327090,671950,-3.168663,55.935102,95,2,1,2,"2013-12-05",5,08:05:00,923,"S12000036",6,0,6,30,6,2,6,0,0,5,4,5,2,0,0,1,1,NA,"2013",-3.16864745104299,55.9350570052543,0.162154182509429,-3.16864939420364,55.9350560547809,TRUE,24,"30mph",988.405317752495
"2801",1990,"2015950003610",327150,671880,-3.167668,55.934437,95,3,1,1,"2015-07-31",6,11:15:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,NA,"2015",-3.16766833543284,55.9344373083472,3.14871557401444,-3.1677071988466,55.9344196073379,TRUE,24,"30mph",988.405317752495
"2801",1625,"2015950000657",327156,671871,-3.16757,55.934357,95,3,4,1,"2015-01-31",7,11:50:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,NA,"2015",-3.16756988510394,55.9343573724056,2.31334309893851,-3.16759843781336,55.9343443676021,TRUE,24,"30mph",988.405317752495
"2801",2434,"2016950000171",327090,671950,-3.167221,55.935112,95,3,2,1,"2016-01-11",2,17:20:00,923,"S12000036",6,0,6,30,6,2,6,0,0,5,4,2,2,0,0,1,1,NA,"2016",-3.16864745104299,55.9350570052543,0.162154182509429,-3.16864939420364,55.9350560547809,TRUE,24,"30mph",988.405317752495
"2801",1718,"2015950001339",327090,671950,-3.168647,55.935057,95,3,2,1,"2015-03-24",3,08:30:00,923,"S12000036",6,0,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,NA,"2015",-3.16864745104299,55.9350570052543,0.162154182509429,-3.16864939420364,55.9350560547809,TRUE,24,"30mph",988.405317752495
"2801",2333,"2015950005554",327430,671480,-3.16308,55.930887,95,3,2,1,"2015-12-01",3,08:35:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,2,NA,"2015",-3.16307980338408,55.9308865361355,2.72085865028051,-3.16311631764027,55.9308735308974,TRUE,24,"30mph",988.405317752495
"2801",20,"2013950003999",327070,671970,-3.168988,55.935278,95,3,1,1,"2013-08-12",2,09:38:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,2,NA,"2013",-3.16897292793969,55.9352336261161,3.4705418123345,-3.16892716144087,55.9352509134097,TRUE,24,"30mph",988.405317752495
"2801",611,"2014950001182",327160,671860,-3.167518,55.934304,95,3,1,1,"2014-02-28",6,14:55:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,NA,"2014",-3.1675029006365,55.9342591672008,1.13682734926071,-3.16748851187111,55.9342653025641,TRUE,24,"30mph",988.405317752495
"2801",2407,"2015950005946",327250,671740,-3.16603,55.933195,95,2,1,1,"2015-12-22",3,16:40:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,5,4,1,2,0,0,1,1,NA,"2015",-3.16603024846037,55.9331948611477,1.57134430340538,-3.16601062177107,55.9332035312194,TRUE,24,"30mph",988.405317752495
"2801",1294,"2014950005389",327310,671640,-3.165058,55.93235,95,3,2,1,"2014-10-23",5,19:10:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,NA,"2014",-3.16504313248345,55.9323056553647,6.35697369630888,-3.16496047066587,55.932338269287,TRUE,24,"30mph",988.405317752495
"2801",3371,"2018950001583",327280,671690,-3.165538,55.932745,95,3,1,1,"2018-11-19",2,09:30:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,9,2,0,0,1,2,NA,"2018",-3.16553668479799,55.9327502592852,4.76180746639393,-3.16547411805905,55.9327741644724,TRUE,24,"30mph",988.405317752495
"2801",1314,"2014950005462",326980,672110,-3.170466,55.936522,95,3,4,1,"2014-10-28",3,16:00:00,923,"S12000036",6,0,6,30,3,4,6,0,0,8,4,1,1,0,0,1,1,NA,"2014",-3.17045115705066,55.936477553835,5.30176186719109,-3.17038053997698,55.936503369327,TRUE,24,"30mph",988.405317752495
"2801",2458,"2016950000494",326930,672200,-3.169849,55.937334,95,2,2,1,"2016-01-20",4,08:40:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,NA,"2016",-3.17127575033485,55.9372784077182,1.81454482066983,-3.17129994718701,55.9372695960053,TRUE,24,"30mph",988.405317752495
"2801",2741,"2016950002468",326930,672190,-3.169847,55.937244,95,2,2,1,"2016-05-18",4,15:00:00,923,"S12000036",6,0,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,NA,"2016",-3.17127303902803,55.9371885788186,3.52235326805256,-3.17122606871738,55.9372056838975,TRUE,24,"30mph",988.405317752495
"2801",1028,"2014950004052",327070,671970,-3.168988,55.935278,95,3,1,1,"2014-07-16",4,07:33:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,NA,"2014",-3.16897292793969,55.9352336261161,3.4705418123345,-3.16892716144087,55.9352509134097,TRUE,24,"30mph",988.405317752495
"2802",1757,"2015950001831",327930,674210,-3.155809,55.955485,95,3,1,1,"2015-04-16",5,21:00:00,923,"S12000036",6,0,6,30,6,2,6,0,0,5,4,1,1,0,0,1,1,NA,"2015",-3.15580934360253,55.955485232741,8.59244909075039,-3.15577531754661,55.9555594819827,TRUE,25,"30mph",1277.68076577347
"2802",2041,"2015950003847",327130,674430,-3.168678,55.957341,95,3,1,1,"2015-08-18",3,15:30:00,923,"S12000036",3,1,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,NA,"2015",-3.16867826784311,55.9573406348024,1.02006716460228,-3.16867698947197,55.957349707654,TRUE,25,"30mph",1277.68076577347
"2802",2686,"2016950002116",327590,674320,-3.159855,55.95648,95,3,4,2,"2016-04-26",3,02:53:00,923,"S12000036",3,1,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,NA,"2016",-3.16128292675219,55.956422161277,4.8849531837679,-3.16130523563557,55.9563804124042,TRUE,25,"30mph",1277.68076577347
"2802",690,"2014950001693",328200,674160,-3.151488,55.955122,95,3,3,1,"2014-03-26",4,07:40:00,923,"S12000036",3,1,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,NA,"2014",-3.15147282382258,55.9550765659167,1.34965165200706,-3.15147039006836,55.9550885302289,TRUE,25,"30mph",1277.68076577347
"2802",3256,"2018950001264",327310,674400,-3.16579,55.957093,95,3,1,1,"2018-09-14",6,14:50:00,923,"S12000036",6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,2,NA,"2018",-3.16578792024156,55.9570984531458,5.05404976462164,-3.16580677729352,55.9570546186515,TRUE,25,"30mph",1277.68076577347
"2802",1177,"2014950004826",327730,674270,-3.159043,55.956039,95,3,1,1,"2014-09-11",5,16:38:00,923,"S12000036",6,0,6,20,0,-1,-1,0,0,0,1,4,1,0,0,1,2,NA,"2014",-3.15902780327146,55.9559941242933,1.79646316385265,-3.15903495704228,55.9559786064631,TRUE,25,"30mph",1277.68076577347
"2802",1838,"2015950002475",328182,674162,-3.151762,55.955092,95,3,1,1,"2015-04-28",3,01:01:00,923,"S12000036",3,1,6,30,0,-1,-1,0,0,4,4,1,1,0,0,1,1,NA,"2015",-3.15176156663508,55.9550918378976,1.70764337784389,-3.15175848733944,55.9551069757092,TRUE,25,"30mph",1277.68076577347
"2802",3574,"0001019",327570,674320,-3.16160316922044,55.9564191425101,NA,3,1,1,"2019-01-05",NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019",-3.16160316922044,55.9564191425101,1.22124366581472,-3.16159759205811,55.9564295797847,TRUE,25,"30mph",1277.68076577347
"2802",2116,"2015950004108",328300,674150,-3.149869,55.955002,95,3,2,1,"2015-09-12",7,19:40:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,NA,"2015",-3.14986899701156,55.9550016902761,0.317539868073011,-3.14986917851725,55.9549988589216,TRUE,25,"30mph",1277.68076577347
"2802",843,"2014950002666",328300,674150,-3.149884,55.955047,95,3,2,1,"2014-05-14",4,18:45:00,923,"S12000036",3,1,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,NA,"2014",-3.14986899701156,55.9550016902761,0.317539868073011,-3.14986917851725,55.9549988589216,TRUE,25,"30mph",1277.68076577347
"2802",1973,"2015950003484",327620,674300,-3.160797,55.956247,95,3,1,1,"2015-07-24",6,17:15:00,923,"S12000036",6,0,6,30,3,4,3,1,0,0,1,1,1,0,0,1,1,NA,"2015",-3.16079718493945,55.95624702996,4.80235819913521,-3.16076899747157,55.9562868526743,TRUE,25,"30mph",1277.68076577347
"2802",1048,"2014950004196",328280,674160,-3.150207,55.955134,95,3,2,1,"2014-07-31",5,19:55:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,NA,"2014",-3.15019189334261,55.9550885305229,8.98990733534309,-3.15020758111357,55.9550088042539,TRUE,25,"30mph",1277.68076577347
"2802",478,"2014950000244",327910,674220,-3.156147,55.955617,95,3,1,1,"2014-01-14",3,11:10:00,923,"S12000036",6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,2,NA,"2014",-3.15613225706018,55.9555720573422,4.22340880294978,-3.1561155326842,55.9556085527797,TRUE,25,"30mph",1277.68076577347
"2802",1615,"2015950000627",328050,674180,-3.15388,55.955234,95,3,2,1,"2015-02-13",6,15:03:00,923,"S12000036",6,0,6,30,3,4,3,1,0,0,1,1,1,0,0,1,1,NA,"2015",-3.15387991154833,55.955233754785,7.34430915650634,-3.15385301771187,55.9552975219019,TRUE,25,"30mph",1277.68076577347
"2802",2082,"2015950003975",328290,674150,-3.150029,55.955,95,3,3,1,"2015-08-28",6,13:50:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,NA,"2015",-3.15002911303435,55.9550001958492,0.286964764699692,-3.15002886365125,55.9550027524082,TRUE,25,"30mph",1277.68076577347
"2802",2835,"2016950003077",327220,674420,-3.165807,55.957323,95,3,2,1,"2016-06-20",2,20:30:00,923,"S12000036",6,0,6,30,3,2,6,0,0,0,1,1,2,0,0,1,1,NA,"2016",-3.16723444163866,55.9572644668359,3.44100778850946,-3.16724304876823,55.9572341478221,TRUE,25,"30mph",1277.68076577347
"2802",818,"2014950002545",327230,674410,-3.167087,55.957221,95,3,2,1,"2014-05-10",7,10:00:00,923,"S12000036",3,1,6,30,3,2,6,0,0,4,1,1,2,0,0,1,1,NA,"2014",-3.16707161362899,55.9571761549131,4.17209406579454,-3.16705676790224,55.9572124352182,TRUE,25,"30mph",1277.68076577347
"2802",51,"2013950004166",327620,674310,-3.160815,55.956382,95,3,2,1,"2013-08-14",4,16:27:00,923,"S12000036",6,0,3,30,6,4,6,0,0,0,1,1,1,0,0,1,1,NA,"2013",-3.16079987392957,55.9563368589145,4.49252851588777,-3.16082624284873,55.9562996054015,TRUE,25,"30mph",1277.68076577347
"2802",494,"2014950000376",328320,674150,-3.149564,55.95505,95,3,1,1,"2014-01-21",3,13:38:00,923,"S12000036",6,0,6,30,6,2,3,1,0,5,1,1,1,0,0,1,1,NA,"2014",-3.14954876492051,55.9550046785059,1.52487112729922,-3.14955015397552,55.9549910954842,TRUE,25,"30mph",1277.68076577347
"2802",2306,"2015950005368",327320,674390,-3.165625,55.95701,95,3,1,1,"2015-11-22",1,14:15:00,923,"S12000036",6,0,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,NA,"2015",-3.1656250962014,55.9570101392922,2.16618831915684,-3.16561701390456,55.9570289269437,TRUE,25,"30mph",1277.68076577347
"2802",3359,"2018950001561",327520,674340,-3.162411,55.956586,95,3,2,3,"2018-11-10",7,18:47:00,923,"S12000036",3,1,6,20,0,-1,-1,0,0,0,4,2,2,0,0,1,2,NA,"2018",-3.16240916059258,55.9565912497532,3.64672457108413,-3.16242429589581,55.9565598405068,TRUE,25,"30mph",1277.68076577347
"2802",3245,"2018950001224",327330,674390,-3.165467,55.957006,95,3,2,2,"2018-09-08",7,19:15:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,NA,"2018",-3.1654649727639,55.957011654015,0.360837935340332,-3.16546631910431,55.9570085244188,TRUE,25,"30mph",1277.68076577347
"2802",2260,"2015950005032",327900,674220,-3.156292,55.955571,95,3,2,1,"2015-11-05",5,19:30:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,NA,"2015",-3.15629237508449,55.9555705547688,6.8461876500189,-3.15626738727636,55.9556300076582,TRUE,25,"30mph",1277.68076577347
"2802",1985,"2015950003598",327310,674400,-3.165788,55.957098,95,3,1,1,"2015-07-28",3,01:00:00,923,"S12000036",3,1,6,30,0,-1,-1,0,0,0,4,9,2,0,0,1,2,NA,"2015",-3.16578792024156,55.9570984531458,5.05404976462164,-3.16580677729352,55.9570546186515,TRUE,25,"30mph",1277.68076577347
"2802",2805,"2016950002840",327520,674340,-3.160981,55.956649,95,2,1,1,"2016-06-10",6,18:25:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,NA,"2016",-3.16240916059258,55.9565912497532,3.64672457108413,-3.16242429589581,55.9565598405068,TRUE,25,"30mph",1277.68076577347
"2802",2546,"2016950001296",328310,674140,-3.148276,55.954971,95,3,2,1,"2016-02-27",7,17:30:00,923,"S12000036",3,1,6,30,0,-1,-1,0,0,5,4,1,1,0,0,1,1,NA,"2016",-3.14970621779997,55.95491335517,9.2086591466435,-3.14970095376938,55.9549954644864,TRUE,25,"30mph",1277.68076577347
