"a_ID","Police_Force.x","a_type.x","a_veh.x","a_cas.x","a_date.x","a_day.x","a_time.x","a_gd1.x","a_gd2.x","LGDNAME.x","a_ctype.x","a_speed.x","a_jdet.x","a_jcont.x","a_pedhum.x","a_pedphys.x","a_light.x","a_weat.x","a_roadsc.x","a_speccs.x","a_chaz.x","a_scene.x","Urban_Rural.x","year.x","X.x","Y.x","CLASS","NAME","ROAD_NUMBE","OA_CODE"
"A108168","Police Service of Northern Ireland",3,2,3,2015-02-21,"SAT","12:36",333621,374656,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93304701818491,54.6024582933303,"A","MAY STREET","A0020","95GG350004"
"A108240","Police Service of Northern Ireland",3,2,1,2015-02-24,"TUE","18:30",334043,375185,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92628008311949,54.6070955879948,"A","CHICHESTER STREET","A0020","95GG200003"
"A108295","Police Service of Northern Ireland",3,2,2,2015-02-28,"SAT","00:25",333949,374468,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92806084974897,54.6006838266159,"A","YORK STREET","A0002","95GG200003"
"A108298","Police Service of Northern Ireland",3,2,1,2015-02-28,"SAT","05:24",333991,375109,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92711894256241,54.6064270991193,"A","CHICHESTER STREET","A0020","95GG350003"
"A108419","Police Service of Northern Ireland",3,2,2,2015-03-05,"THU","21:30",333802,374761,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93020034311052,54.6033530585746,"A","ROYAL AVENUE","A0006","95GG200003"
"A108460","Police Service of Northern Ireland",3,2,1,2015-03-09,"MON","09:10",333539,374058,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93458688081839,54.5971115446925,"U","UPPER ARTHUR STREET","U0624","95GG390015"
"A108517","Police Service of Northern Ireland",3,1,1,2015-03-12,"THU","15:00",333515,374694,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93466884150671,54.6028274184367,"A","MAY STREET","A0020","95GG400007"
"A108554","Police Service of Northern Ireland",3,2,1,2015-03-14,"SAT","21:45",334046,375188,"Belfast City",13,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92623231872729,54.6071217244985,"A","CHICHESTER STREET","A0020","95GG200003"
"A108699","Police Service of Northern Ireland",3,1,1,2015-03-23,"MON","20:25",333612,374660,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93318436704647,54.6024965796422,"U","MARQUIS STREET","U0621","95GG350004"
"A108740","Police Service of Northern Ireland",3,2,3,2015-03-26,"THU","10:30",333839,373942,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93000138438961,54.59599091375,"U","DUNBAR STREET","U0620","95GG390015"
"A108795","Police Service of Northern Ireland",3,1,1,2015-03-29,"SUN","15:33",333622,374065,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.9333004195317,54.5971524716601,"U","WINETAVERN STREET","U0621","95GG390015"
"A108865","Police Service of Northern Ireland",3,1,1,2015-04-02,"THU","14:40",333740,374039,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93148783801145,54.5968878850712,"U","DONEGALL STREET","U0620","95GG390015"
"A108886","Police Service of Northern Ireland",3,1,2,2015-04-04,"SAT","11:47",333631,374283,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93306209732866,54.5991071366352,"U","ROSEMARY STREET","U0620","95GG210002"
"A108933","Police Service of Northern Ireland",3,1,1,2015-04-07,"TUE","10:15",333746,374680,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93110319065813,54.6026407123548,"U","SKIPPER STREET","U0620","95GG200003"
"A109045","Police Service of Northern Ireland",3,1,1,2015-04-14,"TUE","21:40",333531,374297,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93460192648905,54.5992592226126,"U","CURTIS STREET","U0620","95GG210002"
"A109144","Police Service of Northern Ireland",3,2,1,2015-04-20,"MON","22:04",333996,375108,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.9270420757577,54.606416797263,"A","CHICHESTER STREET","A0020","95GG200003"
"A109276","Police Service of Northern Ireland",3,1,1,2015-04-28,"TUE","10:19",333817,374146,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93024859519868,54.5978280902822,"A","DONEGALL SQUARE EAST","A0001","95GG390015"
"A109392","Police Service of Northern Ireland",3,2,2,2015-05-04,"MON","22:31",333636,374995,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93266079285493,54.6054976171989,"U","DONEGALL STREET","U0620","95GG350005"
"A109421","Police Service of Northern Ireland",3,2,1,2015-05-06,"WED","19:59",333758,373934,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93125734529562,54.5959405155899,"A","DONEGALL SQUARE EAST","A0001","95GG390015"
"A109430","Police Service of Northern Ireland",3,1,1,2015-05-07,"THU","13:55",333819,374303,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93014614842586,54.5992369879141,"U","CASTLE LANE","U0624","95GG210002"
"A109463","Police Service of Northern Ireland",3,1,2,2015-05-09,"SAT","11:30",333834,374086,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93001308665113,54.5972849591464,"A","DONEGALL SQUARE SOUTH","A0020","95GG390015"
"A109751","Police Service of Northern Ireland",3,1,1,2015-05-29,"FRI","02:36",333547,374056,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93446410056718,54.5970914785744,"U","UPPER ARTHUR STREET","U0624","95GG390015"
"A109846","Police Service of Northern Ireland",3,1,1,2015-06-04,"THU","10:45",333974,374209,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92779242353801,54.598352105264,"U","ANN STREET","U0624","95GG390015"
"A109897","Police Service of Northern Ireland",3,1,1,2015-06-06,"SAT","22:20",333995,373968,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92757765764987,54.596183032191,"U","WELLINGTON STREET","U0624","95GG390015"
"A109980","Police Service of Northern Ireland",3,2,1,2015-06-11,"THU","17:00",334069,373975,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92643036745157,54.5962262697343,"A","MAY STREET","A0020","95GG390015"
"A110190","Police Service of Northern Ireland",2,1,1,2015-06-23,"TUE","12:56",334201,375756,"Belfast City",13,30,12,7,1,1,2,1,1,1,1,1,"URBAN","2015",-5.923575585834,54.6121796614629,"A","YORK STREET","A0002","95GG200003"
"A110193","Police Service of Northern Ireland",3,2,1,2015-06-23,"TUE","14:35",333823,374104,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93017496004948,54.5974494591477,"A","DONEGALL SQUARE EAST","A0001","95GG390015"
"A110290","Police Service of Northern Ireland",3,2,1,2015-06-29,"MON","14:37",333900,374941,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.9286028410143,54.6049430261263,"A","YORK STREET","A0002","95GG200003"
"A110401","Police Service of Northern Ireland",3,2,1,2015-07-06,"MON","17:15",333600,374065,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93364056567445,54.5971582814879,"U","UPPER ARTHUR STREET","U0624","95GG390015"
"A110418","Police Service of Northern Ireland",3,2,1,2015-07-07,"TUE","16:51",333748,374849,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93099529126724,54.6041573366387,"U","DONEGALL STREET","U0620","95GG350004"
"A110438","Police Service of Northern Ireland",3,2,1,2015-07-08,"WED","16:19",334020,374105,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92712863899469,54.5974062906048,"A","YORK STREET","A0002","95GG390015"
"A110478","Police Service of Northern Ireland",3,1,1,2015-07-11,"SAT","21:45",333528,374402,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93460057848446,54.6002026270591,"U","GLOUCESTER STREET","U0624","95GG210002"
"A110523","Police Service of Northern Ireland",3,1,1,2015-07-16,"THU","13:55",333625,374041,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93326495272695,54.596936225113,"U","WINETAVERN STREET","U0621","95GG390015"
"A110563","Police Service of Northern Ireland",3,2,2,2015-07-19,"SUN","00:39",333637,374991,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93264714907833,54.6054614440114,"U","DONEGALL STREET","U0620","95GG350005"
"A110585","Police Service of Northern Ireland",3,1,1,2015-07-21,"TUE","10:55",333750,373949,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93137420203841,54.5960772891744,"A","DONEGALL PLACE","A0006","95GG390015"
"A110652","Police Service of Northern Ireland",3,2,3,2015-07-26,"SUN","01:15",333880,374636,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92905117712034,54.6022102666011,"A","DONEGALL STREET","A0006","95GG200003"
"A110769","Police Service of Northern Ireland",3,1,1,2015-08-02,"SUN","02:48",334209,374126,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92419687849421,54.5975447117745,"A","YORK STREET","A0002","95GG390015"
"A110797","Police Service of Northern Ireland",3,1,1,2015-08-03,"MON","17:25",333523,374298,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93472516788847,54.5992703113768,"U","MONTGOMERY STREET","U0624","95GG210002"
"A111038","Police Service of Northern Ireland",3,1,1,2015-08-18,"TUE","17:30",333645,374362,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93280968541046,54.5998126414693,"U","COLLEGE STREET","U0624","95GG210002"
"A111224","Police Service of Northern Ireland",3,2,1,2015-08-30,"SUN","23:07",333992,375114,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92710119603652,54.606471720246,"A","CHICHESTER STREET","A0020","95GG350003"
"A111236","Police Service of Northern Ireland",3,2,2,2015-08-31,"MON","16:20",333537,373912,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93468416729457,54.5958013914303,"A","HIGH STREET","A0501","95GG390015"
"A111410","Police Service of Northern Ireland",3,1,1,2015-09-11,"FRI","18:49",333526,374311,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93467287219608,54.59938622401,"U","MONTGOMERY STREET","U0624","95GG210002"
"A111431","Police Service of Northern Ireland",3,2,1,2015-09-12,"SAT","22:05",333994,375113,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92707072310894,54.6064622131784,"A","CHICHESTER STREET","A0020","95GG200003"
"A111449","Police Service of Northern Ireland",2,2,3,2015-09-14,"MON","15:30",333904,374943,"Belfast City",2,30,8,3,1,11,1,1,1,2,1,1,"URBAN","2015",-5.92854007257862,54.6049599216322,"A","YORK STREET","A0002","95GG200003"
"A111546","Police Service of Northern Ireland",3,2,2,2015-09-20,"SUN","02:44",333998,375115,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92700795170461,54.60647910786,"A","CHICHESTER STREET","A0020","95GG200003"
"A111622","Police Service of Northern Ireland",3,2,1,2015-09-23,"WED","13:50",333998,375111,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92700977729681,54.6064431990206,"A","CHICHESTER STREET","A0020","95GG200003"
"A111907","Police Service of Northern Ireland",3,2,1,2015-10-09,"FRI","19:11",333705,374622,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.9317635904636,54.6021308711423,"A","MAY STREET","A0020","95GG350004"
"A111942","Police Service of Northern Ireland",3,2,1,2015-10-12,"MON","08:55",333731,374612,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93136610473453,54.602034225818,"A","MAY STREET","A0020","95GG200003"
"A112227","Police Service of Northern Ireland",3,1,1,2015-10-28,"WED","14:36",333914,374094,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.9287725443177,54.5973356086946,"A","DONEGALL SQUARE SOUTH","A0020","95GG390015"
"A112281","Police Service of Northern Ireland",3,1,1,2015-10-31,"SAT","17:00",334154,374327,"Belfast City",13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.9249554496759,54.5993637178547,"U","COLLEGE COURT","U0624","95GG390015"
"A112355","Police Service of Northern Ireland",3,1,1,2015-11-04,"WED","15:24",333976,374105,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92780893298224,54.5974179440225,"A","WARING STREET","A0002","95GG390015"
"A112361","Police Service of Northern Ireland",3,1,1,2015-11-04,"WED","19:00",334398,374005,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92133006430727,54.5964083005557,"U","MONTGOMERY STREET","U0624","95GG390013"
"A112385","Police Service of Northern Ireland",3,1,1,2015-11-05,"THU","22:45",334128,374577,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92524329190616,54.6016149140714,"A","WARING STREET",NA,"95GG200003"
"A112414","Police Service of Northern Ireland",3,2,3,2015-11-07,"SAT","10:05",333993,375111,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92708710052311,54.6064445236874,"A","CHICHESTER STREET","A0020","95GG200003"
"A112423","Police Service of Northern Ireland",3,2,1,2015-11-07,"SAT","15:13",334214,374619,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92389429815287,54.6019691463873,"A","CHICHESTER STREET","A0020","95GG200003"
"A112469","Police Service of Northern Ireland",3,2,1,2015-11-10,"TUE","08:20",334225,374127,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92394904168214,54.5975494444285,"A","YORK STREET","A0002","95GG390015"
"A112655","Police Service of Northern Ireland",3,1,1,2015-11-18,"WED","20:45",334003,374670,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92713370842055,54.6024829233848,"U","HILL STREET","U0616","95GG200003"
"A112704","Police Service of Northern Ireland",3,3,1,2015-11-20,"FRI","18:59",334020,374107,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92712772655576,54.5974242450528,"A","YORK STREET","A0002","95GG390015"
"A112722","Police Service of Northern Ireland",3,2,7,2015-11-21,"SAT","18:24",333930,373953,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92858944589964,54.5960655836221,"B","NORTH STREET","B0010","95GG390015"
"A112726","Police Service of Northern Ireland",3,1,1,2015-11-21,"SAT","20:45",333797,374350,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93046490194524,54.5996647370311,"U","SEYMOUR LANE","U0624","95GG210002"
"A112797","Police Service of Northern Ireland",3,2,1,2015-11-25,"WED","11:50",333936,374451,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92826961430163,54.6005346558221,"U","BANK STREET","U0621","95GG210002"
"A112867","Police Service of Northern Ireland",3,2,1,2015-11-28,"SAT","20:00",334127,374575,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.9252596681062,54.6015972248043,"A","WARING STREET",NA,"95GG200003"
"A112913","Police Service of Northern Ireland",3,1,1,2015-12-01,"TUE","13:30",333720,374169,"Belfast City",13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93173788340683,54.5980602139155,"U","EDWARD STREET","U0620","95GG210002"
"A112979","Police Service of Northern Ireland",3,3,3,2015-12-04,"FRI","17:42",333994,375114,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92707026672435,54.6064711903886,"A","CHICHESTER STREET","A0020","95GG350003"
"A113006","Police Service of Northern Ireland",3,1,1,2015-12-06,"SUN","01:58",333921,374062,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92867890388677,54.5970464844009,"U","SAMUEL STREET","U0621","95GG390015"
"A113009","Police Service of Northern Ireland",3,1,1,2015-12-06,"SUN","02:14",333518,374142,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93487338661691,54.597871177508,"U","CLARKES LANE","U0620","95GG390015"
"A113164","Police Service of Northern Ireland",3,2,3,2015-12-13,"SUN","00:38",334367,374364,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.9216451358354,54.5996393462487,"U","BERRY STREET","U0621","95GG200003"
"A113219","Police Service of Northern Ireland",3,1,1,2015-12-16,"WED","14:50",333994,375116,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.92706935395443,54.606489144809,"A","CHICHESTER STREET","A0020","95GG350003"
"A113390","Police Service of Northern Ireland",3,2,3,2015-12-24,"THU","23:51",333538,373911,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93466916114114,54.5957921502364,"A","HIGH STREET","A0501","95GG390015"
"A113403","Police Service of Northern Ireland",3,2,1,2015-12-26,"SAT","13:30",333546,374056,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93447956174109,54.5970917425294,"U","UPPER ARTHUR STREET","U0624","95GG390015"
"A113404","Police Service of Northern Ireland",3,1,1,2015-12-26,"SAT","15:10",333765,374715,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93079344650998,54.6029498916276,"U","SEYMOUR ROW","U0624","95GG200003"
"A113437","Police Service of Northern Ireland",3,2,3,2015-12-28,"MON","17:58",333801,374762,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2015",-5.93021535097501,54.6033623003271,"U","DONEGALL STREET","U0620","95GG200003"
"A95460","Police Service of Northern Ireland",3,2,1,2013-01-03,"THU","19:00",333615,374165,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.93336316321691,54.5980520462661,"U","ROSEMARY STREET","U0620","95GG210002"
"A95695","Police Service of Northern Ireland",3,1,1,2013-01-18,"FRI","10:23",333575,374517,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.93382154651256,54.6012226038718,"U","TALBOT STREET","U0620","95GG400007"
"A95826","Police Service of Northern Ireland",3,1,1,2013-01-27,"SUN","02:50",334145,374570,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.92498362171622,54.6015475658264,"A","WARING STREET",NA,"95GG200003"
"A95857","Police Service of Northern Ireland",2,2,3,2013-01-29,"TUE","20:40",333903,374949,"Belfast City",13,30,6,3,1,11,4,1,1,1,1,1,"URBAN","2013",-5.92855280047677,54.6050140496942,"A","YORK STREET","A0002","95GG200003"
"A95898","Police Service of Northern Ireland",3,1,1,2013-01-31,"THU","20:10",333874,374316,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.92928981678774,54.5993391406736,"U","CASTLE LANE","U0624","95GG210002"
"A96106","Police Service of Northern Ireland",3,1,1,2013-02-15,"FRI","14:00",333806,374293,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.93035170913398,54.5991506540378,"A","DONEGALL SQUARE SOUTH","A0020","95GG210002"
"A96125","Police Service of Northern Ireland",3,1,2,2013-02-16,"SAT","19:10",334239,373989,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.92379564354304,54.5963068756513,"A","MAY STREET","A0020","95GG390015"
"A96243","Police Service of Northern Ireland",3,2,1,2013-02-25,"MON","01:00",334051,375222,"Belfast City",11,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.92613946981461,54.6074256242023,"A","YORK STREET","A0002","95GG350001"
"A96248","Police Service of Northern Ireland",3,2,1,2013-02-25,"MON","08:50",334004,375104,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.92692018435295,54.6063787688894,"A","CHICHESTER STREET","A0020","95GG200003"
"A96458","Police Service of Northern Ireland",3,2,1,2013-03-07,"THU","22:30",333995,375113,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.92705525845663,54.6064619482469,"A","CHICHESTER STREET","A0020","95GG200003"
"A96610","Police Service of Northern Ireland",3,2,6,2013-03-17,"SUN","19:30",334206,375487,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.92362124760015,54.6097634720913,"A","YORK STREET","A0002","95GG200003"
"A96706","Police Service of Northern Ireland",3,1,1,2013-03-26,"TUE","15:40",333544,374297,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.93440092055758,54.5992557911559,"U","CURTIS STREET","U0620","95GG210002"
"A96746","Police Service of Northern Ireland",3,1,1,2013-03-29,"FRI","20:50",333823,374111,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.93017177119414,54.5975122998361,"A","DONEGALL SQUARE EAST","A0001","95GG390015"
"A96764","Police Service of Northern Ireland",3,1,1,2013-03-31,"SUN","15:25",333822,374110,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.93018768803373,54.5975035870994,"A","DONEGALL SQUARE EAST","A0001","95GG390015"
"A96949","Police Service of Northern Ireland",3,2,3,2013-04-13,"SAT","23:04",333982,374103,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.92771707777144,54.5973984006903,"U","ANN STREET","U0624","95GG390015"
"A97125","Police Service of Northern Ireland",3,2,1,2013-04-25,"THU","17:00",334232,374052,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.92387508312546,54.5968742968463,"U","EXCHANGE STREET","U0620","95GG390015"
"A97138","Police Service of Northern Ireland",3,1,1,2013-04-26,"FRI","13:30",333992,374377,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.92743747823272,54.5998555118709,"A","HIGH STREET","A0501","95GG200003"
"A97147","Police Service of Northern Ireland",3,2,1,2013-04-26,"FRI","17:30",334036,374402,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.92674573514409,54.6000682864705,"A","HIGH STREET","A0501","95GG200003"
"A97174","Police Service of Northern Ireland",3,2,1,2013-04-28,"SUN","19:30",333534,373976,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.93470145955,54.5963767284079,"U","UPPER QUEEN STREET","U0624","95GG390012"
"A97324","Police Service of Northern Ireland",3,2,1,2013-05-09,"THU","11:15",334110,375242,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.92521789857885,54.607589526623,"A","YORK STREET","A0002","95GG200003"
"A97340","Police Service of Northern Ireland",3,2,1,2013-05-09,"THU","21:41",334236,373982,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.9238452243203,54.5962448311408,"A","MAY STREET","A0020","95GG390011"
"A97394","Police Service of Northern Ireland",3,2,1,2013-05-13,"MON","09:20",333727,374076,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.93167198906194,54.5972234795285,"A","DONEGALL SQUARE EAST","A0001","95GG390015"
"A97445","Police Service of Northern Ireland",3,2,1,2013-05-16,"THU","18:10",333503,374223,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.93506849564269,54.5986022945777,"U","MONTGOMERY STREET","U0624","95GG210002"
"A97479","Police Service of Northern Ireland",3,1,1,2013-05-18,"SAT","10:50",333820,374116,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.9302158773589,54.5975579795506,"A","DONEGALL SQUARE EAST","A0001","95GG390015"
"A97488","Police Service of Northern Ireland",3,2,2,2013-05-18,"SAT","16:15",333615,373920,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.93347459608186,54.5958526174765,"A","HIGH STREET","A0501","95GG390015"
"A97520","Police Service of Northern Ireland",3,1,1,2013-05-20,"MON","16:00",333884,374320,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.92913337380873,54.5993724032642,"U","CASTLE LANE","U0624","95GG210002"
"A97844","Police Service of Northern Ireland",3,1,1,2013-06-10,"MON","14:50",333525,374396,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.93464969321707,54.6001495553209,"U","GLOUCESTER STREET","U0624","95GG210002"
"A97867","Police Service of Northern Ireland",3,1,1,2013-06-11,"TUE","17:19",333821,374083,"Belfast City",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.93021544893467,54.5972614660801,"A","DONEGALL SQUARE WEST","A0001","95GG390015"
"A97889","Police Service of Northern Ireland",3,2,1,2013-06-13,"THU","08:59",334236,373973,"Belfast City",13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URBAN","2013",-5.92384933660658,54.596164036276,"A","MAY STREET","A0020","95GG390011"
